path_item_id,path_id,learner_id,resource_id,skill_id,skill_name,sequence_order,status,estimated_minutes,required
ITEM00294,PATH0049,LRN0049,RES0052,SK018,Exploratory Data Analysis,6,mastered_skip,480,False
ITEM00295,PATH0050,LRN0050,RES0007,SK003,Python Data Structures,1,mastered_skip,240,False
ITEM00296,PATH0050,LRN0050,RES0051,SK017,Inferential Statistics,2,planned,660,True
ITEM00297,PATH0050,LRN0050,RES0062,SK021,ML Foundations,3,planned,210,True
ITEM00298,PATH0050,LRN0050,RES0064,SK022,Regression Techniques,4,planned,120,True
ITEM00299,PATH0050,LRN0050,RES0067,SK023,Classification Techniques,5,mastered_skip,240,False
ITEM00300,PATH0050,LRN0050,RES0070,SK024,Model Evaluation,6,mastered_skip,240,False
ITEM00301,PATH0051,LRN0051,RES0063,SK021,ML Foundations,1,planned,300,True
ITEM00302,PATH0051,LRN0051,RES0074,SK025,Feature Engineering,2,planned,450,True
ITEM00303,PATH0051,LRN0051,RES0079,SK027,Neural Networks,3,mastered_skip,480,False
ITEM00304,PATH0051,LRN0051,RES0082,SK028,Deep Learning,4,mastered_skip,480,False
ITEM00305,PATH0051,LRN0051,RES0148,SK050,Model Deployment,5,mastered_skip,600,False
ITEM00306,PATH0051,LRN0051,RES0072,SK024,Model Evaluation,6,planned,420,True
ITEM00307,PATH0052,LRN0052,RES0092,SK031,HTML & CSS,1,planned,210,True
ITEM00308,PATH0052,LRN0052,RES0094,SK032,JavaScript Basics,2,planned,120,True
ITEM00309,PATH0052,LRN0052,RES0103,SK035,React Fundamentals,3,mastered_skip,360,False
ITEM00310,PATH0052,LRN0052,RES0106,SK036,Node.js Basics,4,mastered_skip,360,False
ITEM00311,PATH0052,LRN0052,RES0111,SK037,REST API Design,5,planned,660,True
ITEM00312,PATH0052,LRN0052,RES0101,SK034,Database Design (RDBMS),6,planned,330,True
ITEM00313,PATH0053,LRN0053,RES0055,SK019,Advanced SQL,1,planned,600,True
ITEM00314,PATH0053,LRN0053,RES0151,SK051,Data Modeling,2,mastered_skip,120,False
ITEM00315,PATH0053,LRN0053,RES0157,SK053,ETL Fundamentals,3,mastered_skip,240,False
ITEM00316,PATH0053,LRN0053,RES0171,SK057,Apache Spark Basics,4,planned,660,True
ITEM00317,PATH0053,LRN0053,RES0161,SK054,Data Warehousing,5,planned,330,True
ITEM00318,PATH0053,LRN0053,RES0178,SK060,Data Pipeline Design,6,planned,600,True
ITEM00319,PATH0054,LRN0054,RES0121,SK041,Linux Fundamentals,1,mastered_skip,120,False
ITEM00320,PATH0054,LRN0054,RES0124,SK042,Cloud Computing Basics,2,mastered_skip,120,False
ITEM00321,PATH0054,LRN0054,RES0132,SK044,AWS Core Services,3,planned,420,True
ITEM00322,PATH0054,LRN0054,RES0134,SK045,Docker Fundamentals,4,planned,450,True
ITEM00323,PATH0054,LRN0054,RES0139,SK047,Kubernetes Basics,5,planned,480,True
ITEM00324,PATH0054,LRN0054,RES0142,SK048,CI/CD Pipelines,6,mastered_skip,480,False
ITEM00325,PATH0055,LRN0055,RES0034,SK012,SQL Basics,1,mastered_skip,120,False
ITEM00326,PATH0055,LRN0055,RES0057,SK019,Advanced SQL,2,planned,780,True
ITEM00327,PATH0055,LRN0055,RES0038,SK013,Excel for Data Analysis,3,planned,330,True
ITEM00328,PATH0055,LRN0055,RES0046,SK016,Data Visualization,4,mastered_skip,360,False
ITEM00329,PATH0055,LRN0055,RES0031,SK011,Descriptive Statistics,5,mastered_skip,120,False
ITEM00330,PATH0055,LRN0055,RES0052,SK018,Exploratory Data Analysis,6,mastered_skip,480,False
ITEM00331,PATH0056,LRN0056,RES0009,SK003,Python Data Structures,1,planned,420,True
ITEM00332,PATH0056,LRN0056,RES0050,SK017,Inferential Statistics,2,planned,570,True
ITEM00333,PATH0056,LRN0056,RES0061,SK021,ML Foundations,3,planned,120,True
ITEM00334,PATH0056,LRN0056,RES0064,SK022,Regression Techniques,4,mastered_skip,120,False
ITEM00335,PATH0056,LRN0056,RES0067,SK023,Classification Techniques,5,mastered_skip,240,False
ITEM00336,PATH0056,LRN0056,RES0072,SK024,Model Evaluation,6,planned,420,True
ITEM00337,PATH0057,LRN0057,RES0062,SK021,ML Foundations,1,planned,210,True
ITEM00338,PATH0057,LRN0057,RES0073,SK025,Feature Engineering,2,planned,360,True
ITEM00339,PATH0057,LRN0057,RES0079,SK027,Neural Networks,3,mastered_skip,480,False
ITEM00340,PATH0057,LRN0057,RES0082,SK028,Deep Learning,4,mastered_skip,480,False
ITEM00341,PATH0057,LRN0057,RES0150,SK050,Model Deployment,5,planned,780,True
ITEM00342,PATH0057,LRN0057,RES0071,SK024,Model Evaluation,6,planned,330,True
ITEM00343,PATH0058,LRN0058,RES0091,SK031,HTML & CSS,1,mastered_skip,120,False
ITEM00344,PATH0058,LRN0058,RES0094,SK032,JavaScript Basics,2,mastered_skip,120,False
ITEM00345,PATH0058,LRN0058,RES0103,SK035,React Fundamentals,3,mastered_skip,360,False
ITEM00346,PATH0058,LRN0058,RES0108,SK036,Node.js Basics,4,planned,540,True
ITEM00347,PATH0058,LRN0058,RES0110,SK037,REST API Design,5,planned,570,True
ITEM00348,PATH0058,LRN0058,RES0100,SK034,Database Design (RDBMS),6,planned,240,True
ITEM00349,PATH0059,LRN0059,RES0055,SK019,Advanced SQL,1,mastered_skip,600,False
ITEM00350,PATH0059,LRN0059,RES0151,SK051,Data Modeling,2,mastered_skip,120,False
ITEM00351,PATH0059,LRN0059,RES0159,SK053,ETL Fundamentals,3,planned,420,True
ITEM00352,PATH0059,LRN0059,RES0170,SK057,Apache Spark Basics,4,planned,570,True
ITEM00353,PATH0059,LRN0059,RES0160,SK054,Data Warehousing,5,planned,240,True
ITEM00354,PATH0059,LRN0059,RES0178,SK060,Data Pipeline Design,6,mastered_skip,600,False
ITEM00355,PATH0060,LRN0060,RES0121,SK041,Linux Fundamentals,1,mastered_skip,120,False
ITEM00356,PATH0060,LRN0060,RES0126,SK042,Cloud Computing Basics,2,planned,300,True
ITEM00357,PATH0060,LRN0060,RES0131,SK044,AWS Core Services,3,planned,330,True
ITEM00358,PATH0060,LRN0060,RES0133,SK045,Docker Fundamentals,4,planned,360,True
ITEM00359,PATH0060,LRN0060,RES0139,SK047,Kubernetes Basics,5,mastered_skip,480,False
ITEM00360,PATH0060,LRN0060,RES0142,SK048,CI/CD Pipelines,6,mastered_skip,480,False
ITEM00361,PATH0061,LRN0061,RES0036,SK012,SQL Basics,1,planned,300,True
ITEM00362,PATH0061,LRN0061,RES0056,SK019,Advanced SQL,2,planned,690,True
ITEM00363,PATH0061,LRN0061,RES0037,SK013,Excel for Data Analysis,3,mastered_skip,240,False
ITEM00364,PATH0061,LRN0061,RES0046,SK016,Data Visualization,4,mastered_skip,360,False
ITEM00365,PATH0061,LRN0061,RES0031,SK011,Descriptive Statistics,5,mastered_skip,120,False
ITEM00366,PATH0061,LRN0061,RES0054,SK018,Exploratory Data Analysis,6,planned,660,True
ITEM00367,PATH0062,LRN0062,RES0008,SK003,Python Data Structures,1,planned,330,True
ITEM00368,PATH0062,LRN0062,RES0049,SK017,Inferential Statistics,2,planned,480,True
ITEM00369,PATH0062,LRN0062,RES0061,SK021,ML Foundations,3,mastered_skip,120,False
ITEM00370,PATH0062,LRN0062,RES0064,SK022,Regression Techniques,4,mastered_skip,120,False
ITEM00371,PATH0062,LRN0062,RES0069,SK023,Classification Techniques,5,planned,420,True
ITEM00372,PATH0062,LRN0062,RES0071,SK024,Model Evaluation,6,planned,330,True
ITEM00373,PATH0063,LRN0063,RES0061,SK021,ML Foundations,1,mastered_skip,120,False
ITEM00374,PATH0063,LRN0063,RES0073,SK025,Feature Engineering,2,mastered_skip,360,False
ITEM00375,PATH0063,LRN0063,RES0079,SK027,Neural Networks,3,mastered_skip,480,False
ITEM00376,PATH0063,LRN0063,RES0084,SK028,Deep Learning,4,planned,660,True
ITEM00377,PATH0063,LRN0063,RES0149,SK050,Model Deployment,5,planned,690,True
ITEM00378,PATH0063,LRN0063,RES0070,SK024,Model Evaluation,6,planned,240,True
ITEM00379,PATH0064,LRN0064,RES0091,SK031,HTML & CSS,1,mastered_skip,120,False
ITEM00380,PATH0064,LRN0064,RES0094,SK032,JavaScript Basics,2,mastered_skip,120,False
ITEM00381,PATH0064,LRN0064,RES0105,SK035,React Fundamentals,3,planned,540,True
ITEM00382,PATH0064,LRN0064,RES0107,SK036,Node.js Basics,4,planned,450,True
ITEM00383,PATH0064,LRN0064,RES0109,SK037,REST API Design,5,mastered_skip,480,False
ITEM00384,PATH0064,LRN0064,RES0100,SK034,Database Design (RDBMS),6,mastered_skip,240,False
ITEM00385,PATH0065,LRN0065,RES0055,SK019,Advanced SQL,1,mastered_skip,600,False
ITEM00386,PATH0065,LRN0065,RES0153,SK051,Data Modeling,2,planned,300,True
ITEM00387,PATH0065,LRN0065,RES0158,SK053,ETL Fundamentals,3,planned,330,True
ITEM00388,PATH0065,LRN0065,RES0169,SK057,Apache Spark Basics,4,planned,480,True
ITEM00389,PATH0065,LRN0065,RES0160,SK054,Data Warehousing,5,mastered_skip,240,False
ITEM00390,PATH0065,LRN0065,RES0178,SK060,Data Pipeline Design,6,mastered_skip,600,False
ITEM00391,PATH0066,LRN0066,RES0123,SK041,Linux Fundamentals,1,planned,300,True
ITEM00392,PATH0066,LRN0066,RES0125,SK042,Cloud Computing Basics,2,planned,210,True
ITEM00393,PATH0066,LRN0066,RES0130,SK044,AWS Core Services,3,planned,240,True
ITEM00394,PATH0066,LRN0066,RES0133,SK045,Docker Fundamentals,4,mastered_skip,360,False
ITEM00395,PATH0066,LRN0066,RES0139,SK047,Kubernetes Basics,5,mastered_skip,480,False
ITEM00396,PATH0066,LRN0066,RES0144,SK048,CI/CD Pipelines,6,planned,660,True
ITEM00397,PATH0067,LRN0067,RES0035,SK012,SQL Basics,1,planned,210,True
ITEM00398,PATH0067,LRN0067,RES0055,SK019,Advanced SQL,2,mastered_skip,600,False
ITEM00399,PATH0067,LRN0067,RES0037,SK013,Excel for Data Analysis,3,mastered_skip,240,False
ITEM00400,PATH0067,LRN0067,RES0046,SK016,Data Visualization,4,mastered_skip,360,False
ITEM00401,PATH0067,LRN0067,RES0033,SK011,Descriptive Statistics,5,planned,300,True
ITEM00402,PATH0067,LRN0067,RES0053,SK018,Exploratory Data Analysis,6,planned,570,True
ITEM00403,PATH0068,LRN0068,RES0007,SK003,Python Data Structures,1,planned,240,True
ITEM00404,PATH0068,LRN0068,RES0049,SK017,Inferential Statistics,2,mastered_skip,480,False
ITEM00405,PATH0068,LRN0068,RES0061,SK021,ML Foundations,3,mastered_skip,120,False
ITEM00406,PATH0068,LRN0068,RES0066,SK022,Regression Techniques,4,planned,300,True
ITEM00407,PATH0068,LRN0068,RES0068,SK023,Classification Techniques,5,planned,330,True
ITEM00408,PATH0068,LRN0068,RES0070,SK024,Model Evaluation,6,mastered_skip,240,False
ITEM00409,PATH0069,LRN0069,RES0061,SK021,ML Foundations,1,mastered_skip,120,False
ITEM00410,PATH0069,LRN0069,RES0073,SK025,Feature Engineering,2,mastered_skip,360,False
ITEM00411,PATH0069,LRN0069,RES0081,SK027,Neural Networks,3,planned,660,True
ITEM00412,PATH0069,LRN0069,RES0083,SK028,Deep Learning,4,planned,570,True
ITEM00413,PATH0069,LRN0069,RES0148,SK050,Model Deployment,5,planned,600,True
ITEM00414,PATH0069,LRN0069,RES0070,SK024,Model Evaluation,6,mastered_skip,240,False
ITEM00415,PATH0070,LRN0070,RES0091,SK031,HTML & CSS,1,mastered_skip,120,False
ITEM00416,PATH0070,LRN0070,RES0096,SK032,JavaScript Basics,2,planned,300,True
ITEM00417,PATH0070,LRN0070,RES0104,SK035,React Fundamentals,3,planned,450,True
ITEM00418,PATH0070,LRN0070,RES0106,SK036,Node.js Basics,4,mastered_skip,360,False
ITEM00419,PATH0070,LRN0070,RES0109,SK037,REST API Design,5,mastered_skip,480,False
ITEM00420,PATH0070,LRN0070,RES0100,SK034,Database Design (RDBMS),6,mastered_skip,240,False
ITEM00421,PATH0071,LRN0071,RES0057,SK019,Advanced SQL,1,planned,780,True
ITEM00422,PATH0071,LRN0071,RES0152,SK051,Data Modeling,2,planned,210,True
ITEM00423,PATH0071,LRN0071,RES0157,SK053,ETL Fundamentals,3,planned,240,True
ITEM00424,PATH0071,LRN0071,RES0169,SK057,Apache Spark Basics,4,mastered_skip,480,False
ITEM00425,PATH0071,LRN0071,RES0160,SK054,Data Warehousing,5,mastered_skip,240,False
ITEM00426,PATH0071,LRN0071,RES0180,SK060,Data Pipeline Design,6,planned,780,True
ITEM00427,PATH0072,LRN0072,RES0122,SK041,Linux Fundamentals,1,planned,210,True
ITEM00428,PATH0072,LRN0072,RES0124,SK042,Cloud Computing Basics,2,planned,120,True
ITEM00429,PATH0072,LRN0072,RES0130,SK044,AWS Core Services,3,mastered_skip,240,False
ITEM00430,PATH0072,LRN0072,RES0133,SK045,Docker Fundamentals,4,mastered_skip,360,False
ITEM00431,PATH0072,LRN0072,RES0141,SK047,Kubernetes Basics,5,planned,660,True
ITEM00432,PATH0072,LRN0072,RES0143,SK048,CI/CD Pipelines,6,planned,570,True
ITEM00433,PATH0073,LRN0073,RES0034,SK012,SQL Basics,1,planned,120,True
ITEM00434,PATH0073,LRN0073,RES0055,SK019,Advanced SQL,2,mastered_skip,600,False
ITEM00435,PATH0073,LRN0073,RES0037,SK013,Excel for Data Analysis,3,mastered_skip,240,False
ITEM00436,PATH0073,LRN0073,RES0048,SK016,Data Visualization,4,planned,540,True
ITEM00437,PATH0073,LRN0073,RES0032,SK011,Descriptive Statistics,5,planned,210,True
ITEM00438,PATH0073,LRN0073,RES0052,SK018,Exploratory Data Analysis,6,planned,480,True
ITEM00439,PATH0074,LRN0074,RES0007,SK003,Python Data Structures,1,mastered_skip,240,False
ITEM00440,PATH0074,LRN0074,RES0049,SK017,Inferential Statistics,2,mastered_skip,480,False
ITEM00441,PATH0074,LRN0074,RES0063,SK021,ML Foundations,3,planned,300,True
ITEM00442,PATH0074,LRN0074,RES0065,SK022,Regression Techniques,4,planned,210,True
ITEM00443,PATH0074,LRN0074,RES0067,SK023,Classification Techniques,5,planned,240,True
ITEM00444,PATH0074,LRN0074,RES0070,SK024,Model Evaluation,6,mastered_skip,240,False
ITEM00445,PATH0075,LRN0075,RES0061,SK021,ML Foundations,1,mastered_skip,120,False
ITEM00446,PATH0075,LRN0075,RES0075,SK025,Feature Engineering,2,planned,540,True
ITEM00447,PATH0075,LRN0075,RES0080,SK027,Neural Networks,3,planned,570,True
ITEM00448,PATH0075,LRN0075,RES0082,SK028,Deep Learning,4,planned,480,True
ITEM00449,PATH0075,LRN0075,RES0148,SK050,Model Deployment,5,mastered_skip,600,False
ITEM00450,PATH0075,LRN0075,RES0070,SK024,Model Evaluation,6,mastered_skip,240,False
ITEM00451,PATH0076,LRN0076,RES0093,SK031,HTML & CSS,1,planned,300,True
ITEM00452,PATH0076,LRN0076,RES0095,SK032,JavaScript Basics,2,planned,210,True
ITEM00453,PATH0076,LRN0076,RES0103,SK035,React Fundamentals,3,mastered_skip,360,False
ITEM00454,PATH0076,LRN0076,RES0106,SK036,Node.js Basics,4,mastered_skip,360,False
ITEM00455,PATH0076,LRN0076,RES0109,SK037,REST API Design,5,mastered_skip,480,False
ITEM00456,PATH0076,LRN0076,RES0102,SK034,Database Design (RDBMS),6,planned,420,True
ITEM00457,PATH0077,LRN0077,RES0056,SK019,Advanced SQL,1,planned,690,True
ITEM00458,PATH0077,LRN0077,RES0151,SK051,Data Modeling,2,planned,120,True
ITEM00459,PATH0077,LRN0077,RES0157,SK053,ETL Fundamentals,3,mastered_skip,240,False
ITEM00460,PATH0077,LRN0077,RES0169,SK057,Apache Spark Basics,4,mastered_skip,480,False
ITEM00461,PATH0077,LRN0077,RES0162,SK054,Data Warehousing,5,planned,420,True
ITEM00462,PATH0077,LRN0077,RES0179,SK060,Data Pipeline Design,6,planned,690,True
ITEM00463,PATH0078,LRN0078,RES0121,SK041,Linux Fundamentals,1,mastered_skip,120,False
ITEM00464,PATH0078,LRN0078,RES0124,SK042,Cloud Computing Basics,2,mastered_skip,120,False
ITEM00465,PATH0078,LRN0078,RES0130,SK044,AWS Core Services,3,mastered_skip,240,False
ITEM00466,PATH0078,LRN0078,RES0135,SK045,Docker Fundamentals,4,planned,540,True
ITEM00467,PATH0078,LRN0078,RES0140,SK047,Kubernetes Basics,5,planned,570,True
ITEM00468,PATH0078,LRN0078,RES0142,SK048,CI/CD Pipelines,6,planned,480,True
ITEM00469,PATH0079,LRN0079,RES0034,SK012,SQL Basics,1,mastered_skip,120,False
ITEM00470,PATH0079,LRN0079,RES0055,SK019,Advanced SQL,2,mastered_skip,600,False
ITEM00471,PATH0079,LRN0079,RES0039,SK013,Excel for Data Analysis,3,planned,420,True
ITEM00472,PATH0079,LRN0079,RES0047,SK016,Data Visualization,4,planned,450,True
ITEM00473,PATH0079,LRN0079,RES0031,SK011,Descriptive Statistics,5,mastered_skip,120,False
ITEM00474,PATH0079,LRN0079,RES0052,SK018,Exploratory Data Analysis,6,mastered_skip,480,False
ITEM00475,PATH0080,LRN0080,RES0007,SK003,Python Data Structures,1,mastered_skip,240,False
ITEM00476,PATH0080,LRN0080,RES0051,SK017,Inferential Statistics,2,planned,660,True
ITEM00477,PATH0080,LRN0080,RES0062,SK021,ML Foundations,3,planned,210,True
ITEM00478,PATH0080,LRN0080,RES0064,SK022,Regression Techniques,4,planned,120,True
ITEM00479,PATH0080,LRN0080,RES0067,SK023,Classification Techniques,5,mastered_skip,240,False
ITEM00480,PATH0080,LRN0080,RES0070,SK024,Model Evaluation,6,mastered_skip,240,False
ITEM00481,PATH0081,LRN0081,RES0063,SK021,ML Foundations,1,planned,300,True
ITEM00482,PATH0081,LRN0081,RES0074,SK025,Feature Engineering,2,planned,450,True
ITEM00483,PATH0081,LRN0081,RES0079,SK027,Neural Networks,3,planned,480,True
ITEM00484,PATH0081,LRN0081,RES0082,SK028,Deep Learning,4,mastered_skip,480,False
ITEM00485,PATH0081,LRN0081,RES0148,SK050,Model Deployment,5,mastered_skip,600,False
ITEM00486,PATH0081,LRN0081,RES0072,SK024,Model Evaluation,6,planned,420,True
ITEM00487,PATH0082,LRN0082,RES0092,SK031,HTML & CSS,1,planned,210,True
ITEM00488,PATH0082,LRN0082,RES0094,SK032,JavaScript Basics,2,planned,120,True
ITEM00489,PATH0082,LRN0082,RES0103,SK035,React Fundamentals,3,mastered_skip,360,False
ITEM00490,PATH0082,LRN0082,RES0106,SK036,Node.js Basics,4,mastered_skip,360,False
ITEM00491,PATH0082,LRN0082,RES0111,SK037,REST API Design,5,planned,660,True
ITEM00492,PATH0082,LRN0082,RES0101,SK034,Database Design (RDBMS),6,planned,330,True
ITEM00493,PATH0083,LRN0083,RES0055,SK019,Advanced SQL,1,planned,600,True
ITEM00494,PATH0083,LRN0083,RES0151,SK051,Data Modeling,2,mastered_skip,120,False
ITEM00495,PATH0083,LRN0083,RES0157,SK053,ETL Fundamentals,3,mastered_skip,240,False
ITEM00496,PATH0083,LRN0083,RES0171,SK057,Apache Spark Basics,4,planned,660,True
ITEM00497,PATH0083,LRN0083,RES0161,SK054,Data Warehousing,5,planned,330,True
ITEM00498,PATH0083,LRN0083,RES0178,SK060,Data Pipeline Design,6,planned,600,True
ITEM00499,PATH0084,LRN0084,RES0121,SK041,Linux Fundamentals,1,mastered_skip,120,False
ITEM00500,PATH0084,LRN0084,RES0124,SK042,Cloud Computing Basics,2,mastered_skip,120,False
ITEM00501,PATH0084,LRN0084,RES0132,SK044,AWS Core Services,3,planned,420,True
ITEM00502,PATH0084,LRN0084,RES0134,SK045,Docker Fundamentals,4,planned,450,True
ITEM00503,PATH0084,LRN0084,RES0139,SK047,Kubernetes Basics,5,planned,480,True
ITEM00504,PATH0084,LRN0084,RES0142,SK048,CI/CD Pipelines,6,mastered_skip,480,False
ITEM00505,PATH0085,LRN0085,RES0034,SK012,SQL Basics,1,mastered_skip,120,False
ITEM00506,PATH0085,LRN0085,RES0057,SK019,Advanced SQL,2,planned,780,True
ITEM00507,PATH0085,LRN0085,RES0038,SK013,Excel for Data Analysis,3,planned,330,True
ITEM00508,PATH0085,LRN0085,RES0046,SK016,Data Visualization,4,planned,360,True
ITEM00509,PATH0085,LRN0085,RES0031,SK011,Descriptive Statistics,5,mastered_skip,120,False
ITEM00510,PATH0085,LRN0085,RES0052,SK018,Exploratory Data Analysis,6,mastered_skip,480,False
ITEM00511,PATH0086,LRN0086,RES0009,SK003,Python Data Structures,1,planned,420,True
ITEM00512,PATH0086,LRN0086,RES0050,SK017,Inferential Statistics,2,planned,570,True
ITEM00513,PATH0086,LRN0086,RES0061,SK021,ML Foundations,3,planned,120,True
ITEM00514,PATH0086,LRN0086,RES0064,SK022,Regression Techniques,4,mastered_skip,120,False
ITEM00515,PATH0086,LRN0086,RES0067,SK023,Classification Techniques,5,mastered_skip,240,False
ITEM00516,PATH0086,LRN0086,RES0072,SK024,Model Evaluation,6,planned,420,True
ITEM00517,PATH0087,LRN0087,RES0062,SK021,ML Foundations,1,planned,210,True
ITEM00518,PATH0087,LRN0087,RES0073,SK025,Feature Engineering,2,mastered_skip,360,False
ITEM00519,PATH0087,LRN0087,RES0079,SK027,Neural Networks,3,mastered_skip,480,False
ITEM00520,PATH0087,LRN0087,RES0082,SK028,Deep Learning,4,mastered_skip,480,False
ITEM00521,PATH0087,LRN0087,RES0150,SK050,Model Deployment,5,planned,780,True
ITEM00522,PATH0087,LRN0087,RES0071,SK024,Model Evaluation,6,planned,330,True
ITEM00523,PATH0088,LRN0088,RES0091,SK031,HTML & CSS,1,planned,120,True
ITEM00524,PATH0088,LRN0088,RES0094,SK032,JavaScript Basics,2,mastered_skip,120,False
ITEM00525,PATH0088,LRN0088,RES0103,SK035,React Fundamentals,3,mastered_skip,360,False
ITEM00526,PATH0088,LRN0088,RES0108,SK036,Node.js Basics,4,planned,540,True
ITEM00527,PATH0088,LRN0088,RES0110,SK037,REST API Design,5,planned,570,True
ITEM00528,PATH0088,LRN0088,RES0100,SK034,Database Design (RDBMS),6,mastered_skip,240,False
ITEM00529,PATH0089,LRN0089,RES0055,SK019,Advanced SQL,1,mastered_skip,600,False
ITEM00530,PATH0089,LRN0089,RES0151,SK051,Data Modeling,2,mastered_skip,120,False
ITEM00531,PATH0089,LRN0089,RES0159,SK053,ETL Fundamentals,3,planned,420,True
ITEM00532,PATH0089,LRN0089,RES0170,SK057,Apache Spark Basics,4,planned,570,True
ITEM00533,PATH0089,LRN0089,RES0160,SK054,Data Warehousing,5,planned,240,True
ITEM00534,PATH0089,LRN0089,RES0178,SK060,Data Pipeline Design,6,mastered_skip,600,False
ITEM00535,PATH0090,LRN0090,RES0121,SK041,Linux Fundamentals,1,mastered_skip,120,False
ITEM00536,PATH0090,LRN0090,RES0126,SK042,Cloud Computing Basics,2,planned,300,True
ITEM00537,PATH0090,LRN0090,RES0131,SK044,AWS Core Services,3,planned,330,True
ITEM00538,PATH0090,LRN0090,RES0133,SK045,Docker Fundamentals,4,planned,360,True
ITEM00539,PATH0090,LRN0090,RES0139,SK047,Kubernetes Basics,5,mastered_skip,480,False
ITEM00540,PATH0090,LRN0090,RES0142,SK048,CI/CD Pipelines,6,mastered_skip,480,False
ITEM00541,PATH0091,LRN0091,RES0036,SK012,SQL Basics,1,planned,300,True
ITEM00542,PATH0091,LRN0091,RES0056,SK019,Advanced SQL,2,planned,690,True
ITEM00543,PATH0091,LRN0091,RES0037,SK013,Excel for Data Analysis,3,mastered_skip,240,False
ITEM00544,PATH0091,LRN0091,RES0046,SK016,Data Visualization,4,mastered_skip,360,False
ITEM00545,PATH0091,LRN0091,RES0031,SK011,Descriptive Statistics,5,mastered_skip,120,False
ITEM00546,PATH0091,LRN0091,RES0054,SK018,Exploratory Data Analysis,6,planned,660,True
ITEM00547,PATH0092,LRN0092,RES0008,SK003,Python Data Structures,1,planned,330,True
ITEM00548,PATH0092,LRN0092,RES0049,SK017,Inferential Statistics,2,planned,480,True
ITEM00549,PATH0092,LRN0092,RES0061,SK021,ML Foundations,3,mastered_skip,120,False
ITEM00550,PATH0092,LRN0092,RES0064,SK022,Regression Techniques,4,mastered_skip,120,False
ITEM00551,PATH0092,LRN0092,RES0069,SK023,Classification Techniques,5,planned,420,True
ITEM00552,PATH0092,LRN0092,RES0071,SK024,Model Evaluation,6,planned,330,True
ITEM00553,PATH0093,LRN0093,RES0061,SK021,ML Foundations,1,mastered_skip,120,False
ITEM00554,PATH0093,LRN0093,RES0073,SK025,Feature Engineering,2,mastered_skip,360,False
ITEM00555,PATH0093,LRN0093,RES0079,SK027,Neural Networks,3,mastered_skip,480,False
ITEM00556,PATH0093,LRN0093,RES0084,SK028,Deep Learning,4,planned,660,True
ITEM00557,PATH0093,LRN0093,RES0149,SK050,Model Deployment,5,planned,690,True
ITEM00558,PATH0093,LRN0093,RES0070,SK024,Model Evaluation,6,planned,240,True
ITEM00559,PATH0094,LRN0094,RES0091,SK031,HTML & CSS,1,mastered_skip,120,False
ITEM00560,PATH0094,LRN0094,RES0094,SK032,JavaScript Basics,2,mastered_skip,120,False
ITEM00561,PATH0094,LRN0094,RES0105,SK035,React Fundamentals,3,planned,540,True
ITEM00562,PATH0094,LRN0094,RES0107,SK036,Node.js Basics,4,planned,450,True
ITEM00563,PATH0094,LRN0094,RES0109,SK037,REST API Design,5,planned,480,True
ITEM00564,PATH0094,LRN0094,RES0100,SK034,Database Design (RDBMS),6,mastered_skip,240,False
ITEM00565,PATH0095,LRN0095,RES0055,SK019,Advanced SQL,1,mastered_skip,600,False
ITEM00566,PATH0095,LRN0095,RES0153,SK051,Data Modeling,2,planned,300,True
ITEM00567,PATH0095,LRN0095,RES0158,SK053,ETL Fundamentals,3,planned,330,True
ITEM00568,PATH0095,LRN0095,RES0169,SK057,Apache Spark Basics,4,planned,480,True
ITEM00569,PATH0095,LRN0095,RES0160,SK054,Data Warehousing,5,mastered_skip,240,False
ITEM00570,PATH0095,LRN0095,RES0178,SK060,Data Pipeline Design,6,mastered_skip,600,False
ITEM00571,PATH0096,LRN0096,RES0123,SK041,Linux Fundamentals,1,planned,300,True
ITEM00572,PATH0096,LRN0096,RES0125,SK042,Cloud Computing Basics,2,planned,210,True
ITEM00573,PATH0096,LRN0096,RES0130,SK044,AWS Core Services,3,planned,240,True
ITEM00574,PATH0096,LRN0096,RES0133,SK045,Docker Fundamentals,4,mastered_skip,360,False
ITEM00575,PATH0096,LRN0096,RES0139,SK047,Kubernetes Basics,5,mastered_skip,480,False
ITEM00576,PATH0096,LRN0096,RES0144,SK048,CI/CD Pipelines,6,planned,660,True
ITEM00577,PATH0097,LRN0097,RES0035,SK012,SQL Basics,1,planned,210,True
ITEM00578,PATH0097,LRN0097,RES0055,SK019,Advanced SQL,2,planned,600,True
ITEM00579,PATH0097,LRN0097,RES0037,SK013,Excel for Data Analysis,3,mastered_skip,240,False
ITEM00580,PATH0097,LRN0097,RES0046,SK016,Data Visualization,4,mastered_skip,360,False
ITEM00581,PATH0097,LRN0097,RES0033,SK011,Descriptive Statistics,5,planned,300,True
ITEM00582,PATH0097,LRN0097,RES0053,SK018,Exploratory Data Analysis,6,planned,570,True
ITEM00583,PATH0098,LRN0098,RES0007,SK003,Python Data Structures,1,planned,240,True
ITEM00584,PATH0098,LRN0098,RES0049,SK017,Inferential Statistics,2,mastered_skip,480,False
ITEM00585,PATH0098,LRN0098,RES0061,SK021,ML Foundations,3,mastered_skip,120,False
ITEM00586,PATH0098,LRN0098,RES0066,SK022,Regression Techniques,4,planned,300,True
ITEM00587,PATH0098,LRN0098,RES0068,SK023,Classification Techniques,5,planned,330,True
