attempt_id,assessment_id,learner_id,skill_name,score,passed,duration_seconds,self_reported_confidence
ATT00368,ASM019,LRN0041,Git & Version Control,0.672,True,365,0.684
ATT00369,ASM030,LRN0041,Problem Solving (DSA Practice),0.697,True,573,0.726
ATT00370,ASM024,LRN0042,Linux Fundamentals,0.37,False,424,0.433
ATT00371,ASM006,LRN0042,Cloud Computing Basics,0.659,True,588,0.497
ATT00372,ASM001,LRN0042,AWS Core Services,0.796,True,552,0.792
ATT00373,ASM014,LRN0042,Docker Fundamentals,0.887,True,778,0.82
ATT00374,ASM023,LRN0042,Kubernetes Basics,0.175,False,641,0.281
ATT00375,ASM004,LRN0042,CI/CD Pipelines,0.336,False,602,0.288
ATT00376,ASM031,LRN0042,Python Basics,0.514,False,685,0.463
ATT00377,ASM019,LRN0042,Git & Version Control,0.815,True,565,0.873
ATT00378,ASM030,LRN0042,Problem Solving (DSA Practice),0.923,True,468,0.831
ATT00379,ASM036,LRN0043,SQL Basics,0.536,False,583,0.605
ATT00380,ASM002,LRN0043,Advanced SQL,0.845,True,434,0.943
ATT00381,ASM016,LRN0043,Excel for Data Analysis,0.972,True,521,0.98
ATT00382,ASM009,LRN0043,Data Visualization,0.151,False,616,0.183
ATT00383,ASM013,LRN0043,Descriptive Statistics,0.415,False,623,0.504
ATT00384,ASM017,LRN0043,Exploratory Data Analysis,0.49,False,696,0.405
ATT00385,ASM031,LRN0043,Python Basics,0.835,True,498,0.793
ATT00386,ASM019,LRN0043,Git & Version Control,0.835,True,724,0.765
ATT00387,ASM030,LRN0043,Problem Solving (DSA Practice),0.21,False,504,0.195
ATT00388,ASM032,LRN0044,Python Data Structures,0.9,True,502,0.898
ATT00389,ASM021,LRN0044,Inferential Statistics,0.939,True,601,0.834
ATT00390,ASM025,LRN0044,ML Foundations,0.11,False,755,0.166
ATT00391,ASM035,LRN0044,Regression Techniques,0.481,False,537,0.395
ATT00392,ASM005,LRN0044,Classification Techniques,0.644,True,441,0.61
ATT00393,ASM027,LRN0044,Model Evaluation,0.791,True,602,0.811
ATT00394,ASM031,LRN0044,Python Basics,0.913,True,833,0.827
ATT00395,ASM019,LRN0044,Git & Version Control,0.176,False,656,0.174
ATT00396,ASM030,LRN0044,Problem Solving (DSA Practice),0.332,False,570,0.312
ATT00397,ASM025,LRN0045,ML Foundations,0.887,True,707,0.928
ATT00398,ASM018,LRN0045,Feature Engineering,0.208,False,549,0.146
ATT00399,ASM028,LRN0045,Neural Networks,0.334,False,556,0.301
ATT00400,ASM012,LRN0045,Deep Learning,0.552,False,534,0.513
ATT00401,ASM026,LRN0045,Model Deployment,0.832,True,488,0.817
ATT00402,ASM027,LRN0045,Model Evaluation,0.909,True,516,0.942
ATT00403,ASM031,LRN0045,Python Basics,0.134,False,567,0.196
ATT00404,ASM019,LRN0045,Git & Version Control,0.346,False,528,0.421
ATT00405,ASM030,LRN0045,Problem Solving (DSA Practice),0.536,False,678,0.491
ATT00406,ASM020,LRN0046,HTML & CSS,0.096,False,703,0.158
ATT00407,ASM022,LRN0046,JavaScript Basics,0.308,False,610,0.283
ATT00408,ASM034,LRN0046,React Fundamentals,0.539,False,671,0.52
ATT00409,ASM029,LRN0046,Node.js Basics,0.75,True,521,0.871
ATT00410,ASM033,LRN0046,REST API Design,0.939,True,808,0.915
ATT00411,ASM011,LRN0046,Database Design (RDBMS),0.213,False,395,0.28
ATT00412,ASM031,LRN0046,Python Basics,0.382,False,702,0.448
ATT00413,ASM019,LRN0046,Git & Version Control,0.516,False,444,0.575
ATT00414,ASM030,LRN0046,Problem Solving (DSA Practice),0.64,True,612,0.737
ATT00415,ASM002,LRN0047,Advanced SQL,0.386,False,650,0.293
ATT00416,ASM007,LRN0047,Data Modeling,0.649,True,644,0.628
ATT00417,ASM015,LRN0047,ETL Fundamentals,0.674,True,583,0.581
ATT00418,ASM003,LRN0047,Apache Spark Basics,0.923,True,766,0.924
ATT00419,ASM010,LRN0047,Data Warehousing,0.161,False,609,0.103
ATT00420,ASM008,LRN0047,Data Pipeline Design,0.36,False,519,0.293
ATT00421,ASM031,LRN0047,Python Basics,0.553,False,618,0.639
ATT00422,ASM019,LRN0047,Git & Version Control,0.763,True,415,0.764
ATT00423,ASM030,LRN0047,Problem Solving (DSA Practice),1.0,True,540,0.927
ATT00424,ASM024,LRN0048,Linux Fundamentals,0.448,False,715,0.376
ATT00425,ASM006,LRN0048,Cloud Computing Basics,0.773,True,462,0.862
ATT00426,ASM001,LRN0048,AWS Core Services,0.975,True,448,0.945
ATT00427,ASM014,LRN0048,Docker Fundamentals,0.221,False,716,0.2
ATT00428,ASM023,LRN0048,Kubernetes Basics,0.372,False,640,0.251
ATT00429,ASM004,LRN0048,CI/CD Pipelines,0.447,False,719,0.369
ATT00430,ASM031,LRN0048,Python Basics,0.765,True,498,0.781
ATT00431,ASM019,LRN0048,Git & Version Control,0.921,True,619,0.871
ATT00432,ASM030,LRN0048,Problem Solving (DSA Practice),0.142,False,586,0.212
ATT00433,ASM036,LRN0049,SQL Basics,0.844,True,567,0.836
ATT00434,ASM002,LRN0049,Advanced SQL,0.929,True,597,0.98
ATT00435,ASM016,LRN0049,Excel for Data Analysis,0.178,False,426,0.162
ATT00436,ASM009,LRN0049,Data Visualization,0.393,False,671,0.521
ATT00437,ASM013,LRN0049,Descriptive Statistics,0.572,False,857,0.501
ATT00438,ASM017,LRN0049,Exploratory Data Analysis,0.735,True,804,0.726
ATT00439,ASM031,LRN0049,Python Basics,0.832,True,725,0.827
ATT00440,ASM019,LRN0049,Git & Version Control,0.155,False,840,0.301
ATT00441,ASM030,LRN0049,Problem Solving (DSA Practice),0.419,False,489,0.271
ATT00442,ASM032,LRN0050,Python Data Structures,0.885,True,399,0.803
ATT00443,ASM021,LRN0050,Inferential Statistics,0.119,False,695,0.05
ATT00444,ASM025,LRN0050,ML Foundations,0.278,False,368,0.198
ATT00445,ASM035,LRN0050,Regression Techniques,0.575,False,727,0.557
ATT00446,ASM005,LRN0050,Classification Techniques,0.645,True,350,0.676
ATT00447,ASM027,LRN0050,Model Evaluation,0.834,True,758,0.775
ATT00448,ASM031,LRN0050,Python Basics,0.159,False,619,0.06
ATT00449,ASM019,LRN0050,Git & Version Control,0.364,False,617,0.36
ATT00450,ASM030,LRN0050,Problem Solving (DSA Practice),0.449,False,777,0.397
ATT00451,ASM025,LRN0051,ML Foundations,0.157,False,520,0.095
ATT00452,ASM018,LRN0051,Feature Engineering,0.343,False,681,0.364
ATT00453,ASM028,LRN0051,Neural Networks,0.644,True,784,0.696
ATT00454,ASM012,LRN0051,Deep Learning,0.808,True,634,0.949
ATT00455,ASM026,LRN0051,Model Deployment,0.891,True,723,0.937
ATT00456,ASM027,LRN0051,Model Evaluation,0.139,False,694,0.113
ATT00457,ASM031,LRN0051,Python Basics,0.458,False,516,0.476
ATT00458,ASM019,LRN0051,Git & Version Control,0.668,True,508,0.55
ATT00459,ASM030,LRN0051,Problem Solving (DSA Practice),0.728,True,801,0.675
ATT00460,ASM020,LRN0052,HTML & CSS,0.476,False,825,0.382
ATT00461,ASM022,LRN0052,JavaScript Basics,0.573,False,593,0.425
ATT00462,ASM034,LRN0052,React Fundamentals,0.668,True,381,0.639
ATT00463,ASM029,LRN0052,Node.js Basics,0.91,True,689,0.972
ATT00464,ASM033,LRN0052,REST API Design,0.122,False,596,0.088
ATT00465,ASM011,LRN0052,Database Design (RDBMS),0.337,False,657,0.232
ATT00466,ASM031,LRN0052,Python Basics,0.596,False,669,0.481
ATT00467,ASM019,LRN0052,Git & Version Control,0.631,True,854,0.563
ATT00468,ASM030,LRN0052,Problem Solving (DSA Practice),0.875,True,724,0.962
ATT00469,ASM002,LRN0053,Advanced SQL,0.477,False,802,0.458
ATT00470,ASM007,LRN0053,Data Modeling,0.684,True,735,0.599
ATT00471,ASM015,LRN0053,ETL Fundamentals,0.951,True,492,0.844
ATT00472,ASM003,LRN0053,Apache Spark Basics,0.226,False,582,0.327
ATT00473,ASM010,LRN0053,Data Warehousing,0.398,False,602,0.478
ATT00474,ASM008,LRN0053,Data Pipeline Design,0.548,False,532,0.634
ATT00475,ASM031,LRN0053,Python Basics,0.697,True,311,0.762
ATT00476,ASM019,LRN0053,Git & Version Control,0.891,True,590,0.802
ATT00477,ASM030,LRN0053,Problem Solving (DSA Practice),0.127,False,584,0.107
ATT00478,ASM024,LRN0054,Linux Fundamentals,0.746,True,691,0.808
ATT00479,ASM006,LRN0054,Cloud Computing Basics,0.87,True,633,0.953
ATT00480,ASM001,LRN0054,AWS Core Services,0.054,False,642,0.05
ATT00481,ASM014,LRN0054,Docker Fundamentals,0.506,False,571,0.391
ATT00482,ASM023,LRN0054,Kubernetes Basics,0.472,False,489,0.548
ATT00483,ASM004,LRN0054,CI/CD Pipelines,0.735,True,639,0.735
ATT00484,ASM031,LRN0054,Python Basics,0.832,True,605,0.877
ATT00485,ASM019,LRN0054,Git & Version Control,0.08,False,746,0.209
ATT00486,ASM030,LRN0054,Problem Solving (DSA Practice),0.42,False,779,0.462
ATT00487,ASM036,LRN0055,SQL Basics,0.816,True,592,0.764
ATT00488,ASM002,LRN0055,Advanced SQL,0.112,False,531,0.173
ATT00489,ASM016,LRN0055,Excel for Data Analysis,0.426,False,532,0.447
ATT00490,ASM009,LRN0055,Data Visualization,0.594,False,549,0.619
ATT00491,ASM013,LRN0055,Descriptive Statistics,0.747,True,723,0.833
ATT00492,ASM017,LRN0055,Exploratory Data Analysis,0.808,True,394,0.815
ATT00493,ASM031,LRN0055,Python Basics,0.132,False,527,0.17
ATT00494,ASM019,LRN0055,Git & Version Control,0.248,False,681,0.382
ATT00495,ASM030,LRN0055,Problem Solving (DSA Practice),0.611,True,498,0.522
ATT00496,ASM032,LRN0056,Python Data Structures,0.234,False,280,0.324
ATT00497,ASM021,LRN0056,Inferential Statistics,0.387,False,477,0.382
ATT00498,ASM025,LRN0056,ML Foundations,0.535,False,693,0.677
ATT00499,ASM035,LRN0056,Regression Techniques,0.704,True,763,0.717
ATT00500,ASM005,LRN0056,Classification Techniques,0.902,True,591,0.98
ATT00501,ASM027,LRN0056,Model Evaluation,0.161,False,822,0.05
ATT00502,ASM031,LRN0056,Python Basics,0.395,False,599,0.338
ATT00503,ASM019,LRN0056,Git & Version Control,0.657,True,497,0.652
ATT00504,ASM030,LRN0056,Problem Solving (DSA Practice),0.67,True,540,0.691
ATT00505,ASM025,LRN0057,ML Foundations,0.303,False,442,0.317
ATT00506,ASM018,LRN0057,Feature Engineering,0.486,False,632,0.574
ATT00507,ASM028,LRN0057,Neural Networks,0.765,True,605,0.829
ATT00508,ASM012,LRN0057,Deep Learning,0.834,True,548,0.872
ATT00509,ASM026,LRN0057,Model Deployment,0.115,False,659,0.12
ATT00510,ASM027,LRN0057,Model Evaluation,0.423,False,428,0.377
ATT00511,ASM031,LRN0057,Python Basics,0.59,False,684,0.504
ATT00512,ASM019,LRN0057,Git & Version Control,0.858,True,633,0.799
ATT00513,ASM030,LRN0057,Problem Solving (DSA Practice),0.895,True,788,0.88
ATT00514,ASM020,LRN0058,HTML & CSS,0.619,True,640,0.558
ATT00515,ASM022,LRN0058,JavaScript Basics,0.691,True,583,0.737
ATT00516,ASM034,LRN0058,React Fundamentals,0.936,True,620,0.82
ATT00517,ASM029,LRN0058,Node.js Basics,0.05,False,595,0.057
ATT00518,ASM033,LRN0058,REST API Design,0.333,False,432,0.391
ATT00519,ASM011,LRN0058,Database Design (RDBMS),0.497,False,709,0.563
ATT00520,ASM031,LRN0058,Python Basics,0.691,True,819,0.609
ATT00521,ASM019,LRN0058,Git & Version Control,0.933,True,437,0.98
ATT00522,ASM030,LRN0058,Problem Solving (DSA Practice),0.206,False,470,0.266
ATT00523,ASM002,LRN0059,Advanced SQL,0.845,True,684,0.749
ATT00524,ASM007,LRN0059,Data Modeling,0.871,True,591,0.98
ATT00525,ASM015,LRN0059,ETL Fundamentals,0.247,False,519,0.104
ATT00526,ASM003,LRN0059,Apache Spark Basics,0.35,False,602,0.469
ATT00527,ASM010,LRN0059,Data Warehousing,0.54,False,648,0.532
ATT00528,ASM008,LRN0059,Data Pipeline Design,0.706,True,555,0.723
ATT00529,ASM031,LRN0059,Python Basics,0.964,True,409,0.881
ATT00530,ASM019,LRN0059,Git & Version Control,0.132,False,612,0.05
ATT00531,ASM030,LRN0059,Problem Solving (DSA Practice),0.413,False,702,0.309
ATT00532,ASM024,LRN0060,Linux Fundamentals,0.897,True,387,0.847
ATT00533,ASM006,LRN0060,Cloud Computing Basics,0.128,False,580,0.164
ATT00534,ASM001,LRN0060,AWS Core Services,0.366,False,587,0.433
ATT00535,ASM014,LRN0060,Docker Fundamentals,0.49,False,442,0.447
ATT00536,ASM023,LRN0060,Kubernetes Basics,0.764,True,545,0.709
ATT00537,ASM004,LRN0060,CI/CD Pipelines,0.883,True,671,0.964
ATT00538,ASM031,LRN0060,Python Basics,0.136,False,604,0.125
ATT00539,ASM019,LRN0060,Git & Version Control,0.399,False,656,0.443
ATT00540,ASM030,LRN0060,Problem Solving (DSA Practice),0.552,False,636,0.589
ATT00541,ASM036,LRN0061,SQL Basics,0.124,False,475,0.05
ATT00542,ASM002,LRN0061,Advanced SQL,0.323,False,657,0.236
ATT00543,ASM016,LRN0061,Excel for Data Analysis,0.645,True,765,0.568
ATT00544,ASM009,LRN0061,Data Visualization,0.623,True,606,0.593
ATT00545,ASM013,LRN0061,Descriptive Statistics,0.937,True,562,0.851
ATT00546,ASM017,LRN0061,Exploratory Data Analysis,0.169,False,671,0.153
ATT00547,ASM031,LRN0061,Python Basics,0.384,False,746,0.379
ATT00548,ASM019,LRN0061,Git & Version Control,0.468,False,488,0.476
ATT00549,ASM030,LRN0061,Problem Solving (DSA Practice),0.684,True,709,0.788
ATT00550,ASM032,LRN0062,Python Data Structures,0.253,False,599,0.277
ATT00551,ASM021,LRN0062,Inferential Statistics,0.474,False,508,0.516
ATT00552,ASM025,LRN0062,ML Foundations,0.751,True,651,0.756
ATT00553,ASM035,LRN0062,Regression Techniques,0.844,True,640,0.864
ATT00554,ASM005,LRN0062,Classification Techniques,0.254,False,646,0.234
ATT00555,ASM027,LRN0062,Model Evaluation,0.388,False,653,0.394
ATT00556,ASM031,LRN0062,Python Basics,0.655,True,465,0.612
ATT00557,ASM019,LRN0062,Git & Version Control,0.786,True,470,0.757
ATT00558,ASM030,LRN0062,Problem Solving (DSA Practice),0.891,True,706,0.89
ATT00559,ASM025,LRN0063,ML Foundations,0.597,False,677,0.583
ATT00560,ASM018,LRN0063,Feature Engineering,0.788,True,673,0.713
ATT00561,ASM028,LRN0063,Neural Networks,0.872,True,650,0.924
ATT00562,ASM012,LRN0063,Deep Learning,0.058,False,630,0.134
ATT00563,ASM026,LRN0063,Model Deployment,0.263,False,438,0.192
ATT00564,ASM027,LRN0063,Model Evaluation,0.601,True,575,0.684
ATT00565,ASM031,LRN0063,Python Basics,0.794,True,492,0.689
ATT00566,ASM019,LRN0063,Git & Version Control,0.904,True,778,0.94
ATT00567,ASM030,LRN0063,Problem Solving (DSA Practice),0.074,False,707,0.161
ATT00568,ASM020,LRN0064,HTML & CSS,0.79,True,281,0.77
ATT00569,ASM022,LRN0064,JavaScript Basics,0.916,True,693,0.928
ATT00570,ASM034,LRN0064,React Fundamentals,0.217,False,557,0.195
ATT00571,ASM029,LRN0064,Node.js Basics,0.295,False,580,0.273
ATT00572,ASM033,LRN0064,REST API Design,0.571,False,788,0.728
ATT00573,ASM011,LRN0064,Database Design (RDBMS),0.684,True,600,0.584
ATT00574,ASM031,LRN0064,Python Basics,0.942,True,688,0.855
ATT00575,ASM019,LRN0064,Git & Version Control,0.061,False,551,0.165
ATT00576,ASM030,LRN0064,Problem Solving (DSA Practice),0.331,False,401,0.434
ATT00577,ASM002,LRN0065,Advanced SQL,0.959,True,735,0.98
ATT00578,ASM007,LRN0065,Data Modeling,0.162,False,615,0.182
ATT00579,ASM015,LRN0065,ETL Fundamentals,0.256,False,534,0.419
ATT00580,ASM003,LRN0065,Apache Spark Basics,0.621,True,752,0.681
ATT00581,ASM010,LRN0065,Data Warehousing,0.711,True,366,0.724
ATT00582,ASM008,LRN0065,Data Pipeline Design,0.854,True,520,0.935
ATT00583,ASM031,LRN0065,Python Basics,0.109,False,560,0.245
ATT00584,ASM019,LRN0065,Git & Version Control,0.441,False,653,0.495
ATT00585,ASM030,LRN0065,Problem Solving (DSA Practice),0.66,True,596,0.563
ATT00586,ASM024,LRN0066,Linux Fundamentals,0.168,False,589,0.109
ATT00587,ASM006,LRN0066,Cloud Computing Basics,0.416,False,381,0.401
ATT00588,ASM001,LRN0066,AWS Core Services,0.521,False,696,0.511
ATT00589,ASM014,LRN0066,Docker Fundamentals,0.674,True,294,0.658
ATT00590,ASM023,LRN0066,Kubernetes Basics,0.887,True,651,0.908
ATT00591,ASM004,LRN0066,CI/CD Pipelines,0.268,False,483,0.148
ATT00592,ASM031,LRN0066,Python Basics,0.282,False,561,0.323
ATT00593,ASM019,LRN0066,Git & Version Control,0.491,False,589,0.463
ATT00594,ASM030,LRN0066,Problem Solving (DSA Practice),0.816,True,633,0.856
ATT00595,ASM036,LRN0067,SQL Basics,0.306,False,784,0.302
ATT00596,ASM002,LRN0067,Advanced SQL,0.622,True,728,0.752
ATT00597,ASM016,LRN0067,Excel for Data Analysis,0.663,True,762,0.706
ATT00598,ASM009,LRN0067,Data Visualization,0.961,True,704,0.876
ATT00599,ASM013,LRN0067,Descriptive Statistics,0.147,False,735,0.234
ATT00600,ASM017,LRN0067,Exploratory Data Analysis,0.371,False,695,0.336
ATT00601,ASM031,LRN0067,Python Basics,0.593,False,412,0.526
ATT00602,ASM019,LRN0067,Git & Version Control,0.667,True,689,0.679
ATT00603,ASM030,LRN0067,Problem Solving (DSA Practice),0.94,True,748,0.876
ATT00604,ASM032,LRN0068,Python Data Structures,0.562,False,539,0.646
ATT00605,ASM021,LRN0068,Inferential Statistics,0.789,True,413,0.776
ATT00606,ASM025,LRN0068,ML Foundations,0.961,True,696,0.98
ATT00607,ASM035,LRN0068,Regression Techniques,0.025,False,506,0.05
ATT00608,ASM005,LRN0068,Classification Techniques,0.469,False,754,0.45
ATT00609,ASM027,LRN0068,Model Evaluation,0.558,False,564,0.517
ATT00610,ASM031,LRN0068,Python Basics,0.828,True,374,0.725
ATT00611,ASM019,LRN0068,Git & Version Control,0.919,True,491,0.79
ATT00612,ASM030,LRN0068,Problem Solving (DSA Practice),0.138,False,730,0.26
ATT00613,ASM025,LRN0069,ML Foundations,0.796,True,725,0.772
ATT00614,ASM018,LRN0069,Feature Engineering,0.867,True,675,0.925
ATT00615,ASM028,LRN0069,Neural Networks,0.159,False,442,0.126
ATT00616,ASM012,LRN0069,Deep Learning,0.455,False,294,0.4
ATT00617,ASM026,LRN0069,Model Deployment,0.399,False,669,0.528
ATT00618,ASM027,LRN0069,Model Evaluation,0.895,True,691,0.763
ATT00619,ASM031,LRN0069,Python Basics,0.959,True,676,0.98
ATT00620,ASM019,LRN0069,Git & Version Control,0.168,False,799,0.099
ATT00621,ASM030,LRN0069,Problem Solving (DSA Practice),0.323,False,644,0.259
ATT00622,ASM020,LRN0070,HTML & CSS,0.931,True,562,0.868
ATT00623,ASM022,LRN0070,JavaScript Basics,0.053,False,628,0.053
ATT00624,ASM034,LRN0070,React Fundamentals,0.359,False,583,0.363
ATT00625,ASM029,LRN0070,Node.js Basics,0.659,True,402,0.648
ATT00626,ASM033,LRN0070,REST API Design,0.807,True,570,0.858
ATT00627,ASM011,LRN0070,Database Design (RDBMS),0.984,True,532,0.98
ATT00628,ASM031,LRN0070,Python Basics,0.127,False,478,0.156
ATT00629,ASM019,LRN0070,Git & Version Control,0.362,False,603,0.358
ATT00630,ASM030,LRN0070,Problem Solving (DSA Practice),0.624,True,685,0.506
ATT00631,ASM002,LRN0071,Advanced SQL,0.201,False,439,0.228
ATT00632,ASM007,LRN0071,Data Modeling,0.368,False,470,0.449
ATT00633,ASM015,LRN0071,ETL Fundamentals,0.467,False,761,0.554
ATT00634,ASM003,LRN0071,Apache Spark Basics,0.748,True,666,0.738
ATT00635,ASM010,LRN0071,Data Warehousing,0.909,True,294,0.892
ATT00636,ASM008,LRN0071,Data Pipeline Design,0.133,False,551,0.125
ATT00637,ASM031,LRN0071,Python Basics,0.289,False,638,0.28
ATT00638,ASM019,LRN0071,Git & Version Control,0.466,False,672,0.567
ATT00639,ASM030,LRN0071,Problem Solving (DSA Practice),0.626,True,753,0.643
ATT00640,ASM024,LRN0072,Linux Fundamentals,0.304,False,460,0.397
ATT00641,ASM006,LRN0072,Cloud Computing Basics,0.454,False,438,0.525
ATT00642,ASM001,LRN0072,AWS Core Services,0.802,True,636,0.872
ATT00643,ASM014,LRN0072,Docker Fundamentals,0.877,True,603,0.824
ATT00644,ASM023,LRN0072,Kubernetes Basics,0.171,False,598,0.144
ATT00645,ASM004,LRN0072,CI/CD Pipelines,0.22,False,356,0.202
ATT00646,ASM031,LRN0072,Python Basics,0.558,False,737,0.449
ATT00647,ASM019,LRN0072,Git & Version Control,0.715,True,665,0.713
ATT00648,ASM030,LRN0072,Problem Solving (DSA Practice),0.915,True,604,0.844
ATT00649,ASM036,LRN0073,SQL Basics,0.412,False,597,0.406
ATT00650,ASM002,LRN0073,Advanced SQL,0.832,True,542,0.885
ATT00651,ASM016,LRN0073,Excel for Data Analysis,0.943,True,692,0.918
ATT00652,ASM009,LRN0073,Data Visualization,0.177,False,641,0.159
ATT00653,ASM013,LRN0073,Descriptive Statistics,0.32,False,467,0.276
ATT00654,ASM017,LRN0073,Exploratory Data Analysis,0.5,False,742,0.45
ATT00655,ASM031,LRN0073,Python Basics,0.766,True,558,0.718
ATT00656,ASM019,LRN0073,Git & Version Control,1.0,True,523,0.89
ATT00657,ASM030,LRN0073,Problem Solving (DSA Practice),0.156,False,437,0.279
ATT00658,ASM032,LRN0074,Python Data Structures,0.629,True,588,0.736
ATT00659,ASM021,LRN0074,Inferential Statistics,0.966,True,784,0.949
ATT00660,ASM025,LRN0074,ML Foundations,0.212,False,752,0.227
ATT00661,ASM035,LRN0074,Regression Techniques,0.381,False,649,0.326
ATT00662,ASM005,LRN0074,Classification Techniques,0.452,False,694,0.349
ATT00663,ASM027,LRN0074,Model Evaluation,0.773,True,640,0.747
ATT00664,ASM031,LRN0074,Python Basics,0.85,True,704,0.98
ATT00665,ASM019,LRN0074,Git & Version Control,0.224,False,629,0.175
ATT00666,ASM030,LRN0074,Problem Solving (DSA Practice),0.304,False,590,0.156
ATT00667,ASM025,LRN0075,ML Foundations,0.866,True,830,0.922
ATT00668,ASM018,LRN0075,Feature Engineering,0.047,False,743,0.05
ATT00669,ASM028,LRN0075,Neural Networks,0.351,False,632,0.423
ATT00670,ASM012,LRN0075,Deep Learning,0.581,False,466,0.609
ATT00671,ASM026,LRN0075,Model Deployment,0.712,True,728,0.739
ATT00672,ASM027,LRN0075,Model Evaluation,0.928,True,454,0.933
ATT00673,ASM031,LRN0075,Python Basics,0.057,False,813,0.13
ATT00674,ASM019,LRN0075,Git & Version Control,0.261,False,494,0.362
ATT00675,ASM030,LRN0075,Problem Solving (DSA Practice),0.487,False,596,0.512
ATT00676,ASM020,LRN0076,HTML & CSS,0.094,False,639,0.13
ATT00677,ASM022,LRN0076,JavaScript Basics,0.406,False,475,0.394
ATT00678,ASM034,LRN0076,React Fundamentals,0.62,True,592,0.729
ATT00679,ASM029,LRN0076,Node.js Basics,0.827,True,641,0.9
ATT00680,ASM033,LRN0076,REST API Design,0.984,True,712,0.98
ATT00681,ASM011,LRN0076,Database Design (RDBMS),0.259,False,657,0.116
ATT00682,ASM031,LRN0076,Python Basics,0.278,False,662,0.39
ATT00683,ASM019,LRN0076,Git & Version Control,0.525,False,701,0.595
ATT00684,ASM030,LRN0076,Problem Solving (DSA Practice),0.609,True,259,0.584
ATT00685,ASM002,LRN0077,Advanced SQL,0.214,False,767,0.151
ATT00686,ASM007,LRN0077,Data Modeling,0.46,False,546,0.482
ATT00687,ASM015,LRN0077,ETL Fundamentals,0.695,True,416,0.734
ATT00688,ASM003,LRN0077,Apache Spark Basics,1.0,True,488,0.98
ATT00689,ASM010,LRN0077,Data Warehousing,0.197,False,605,0.098
ATT00690,ASM008,LRN0077,Data Pipeline Design,0.313,False,746,0.259
ATT00691,ASM031,LRN0077,Python Basics,0.618,True,608,0.475
ATT00692,ASM019,LRN0077,Git & Version Control,0.814,True,541,0.7
ATT00693,ASM030,LRN0077,Problem Solving (DSA Practice),0.95,True,678,0.98
ATT00694,ASM024,LRN0078,Linux Fundamentals,0.636,True,295,0.706
ATT00695,ASM006,LRN0078,Cloud Computing Basics,0.833,True,622,0.773
ATT00696,ASM001,LRN0078,AWS Core Services,0.889,True,700,0.867
ATT00697,ASM014,LRN0078,Docker Fundamentals,0.175,False,774,0.146
ATT00698,ASM023,LRN0078,Kubernetes Basics,0.37,False,618,0.383
ATT00699,ASM004,LRN0078,CI/CD Pipelines,0.502,False,478,0.609
ATT00700,ASM031,LRN0078,Python Basics,0.749,True,519,0.631
ATT00701,ASM019,LRN0078,Git & Version Control,0.965,True,784,0.893
ATT00702,ASM030,LRN0078,Problem Solving (DSA Practice),0.03,False,752,0.05
ATT00703,ASM036,LRN0079,SQL Basics,0.882,True,547,0.73
ATT00704,ASM002,LRN0079,Advanced SQL,0.932,True,582,0.976
ATT00705,ASM016,LRN0079,Excel for Data Analysis,0.213,False,643,0.213
ATT00706,ASM009,LRN0079,Data Visualization,0.502,False,685,0.446
ATT00707,ASM013,LRN0079,Descriptive Statistics,0.586,False,481,0.744
ATT00708,ASM017,LRN0079,Exploratory Data Analysis,0.909,True,556,0.922
ATT00709,ASM031,LRN0079,Python Basics,0.906,True,648,0.824
ATT00710,ASM019,LRN0079,Git & Version Control,0.053,False,759,0.162
ATT00711,ASM030,LRN0079,Problem Solving (DSA Practice),0.378,False,714,0.245
ATT00712,ASM032,LRN0080,Python Data Structures,0.853,True,667,0.782
ATT00713,ASM021,LRN0080,Inferential Statistics,0.041,False,462,0.05
ATT00714,ASM025,LRN0080,ML Foundations,0.44,False,630,0.41
ATT00715,ASM035,LRN0080,Regression Techniques,0.634,True,554,0.632
ATT00716,ASM005,LRN0080,Classification Techniques,0.783,True,500,0.818
ATT00717,ASM027,LRN0080,Model Evaluation,0.865,True,629,0.885
ATT00718,ASM031,LRN0080,Python Basics,0.199,False,785,0.083
ATT00719,ASM019,LRN0080,Git & Version Control,0.353,False,630,0.318
ATT00720,ASM030,LRN0080,Problem Solving (DSA Practice),0.667,True,720,0.728
ATT00721,ASM025,LRN0081,ML Foundations,0.249,False,551,0.124
ATT00722,ASM018,LRN0081,Feature Engineering,0.364,False,718,0.247
ATT00723,ASM028,LRN0081,Neural Networks,0.583,False,323,0.446
ATT00724,ASM012,LRN0081,Deep Learning,0.81,True,714,0.723
ATT00725,ASM026,LRN0081,Model Deployment,0.876,True,486,0.98
ATT00726,ASM027,LRN0081,Model Evaluation,0.237,False,496,0.173
ATT00727,ASM031,LRN0081,Python Basics,0.38,False,583,0.307
ATT00728,ASM019,LRN0081,Git & Version Control,0.474,False,475,0.426
ATT00729,ASM030,LRN0081,Problem Solving (DSA Practice),0.724,True,767,0.812
ATT00730,ASM020,LRN0082,HTML & CSS,0.304,False,539,0.302
ATT00731,ASM022,LRN0082,JavaScript Basics,0.608,True,808,0.628
ATT00732,ASM034,LRN0082,React Fundamentals,0.662,True,495,0.733
ATT00733,ASM029,LRN0082,Node.js Basics,0.929,True,741,0.98
ATT00734,ASM033,LRN0082,REST API Design,0.113,False,718,0.222
ATT00735,ASM011,LRN0082,Database Design (RDBMS),0.397,False,595,0.498
