message_id,message_text,intent_label
MSG0369,Can you tell me why this resource covers two skills at once?,ASK_WHY_RECOMMENDATION
MSG0370,Can you explain what a decision tree is with an example?,ASK_CONCEPT_EXPLANATION
MSG0371,I want to become job ready for cloud engineering roles in Pune.,CREATE_GOAL
MSG0372,Can you tell me why this assessment is required at this stage?,ASK_WHY_RECOMMENDATION
MSG0373,What is the exchange rate between rupee and dollar today?,OUT_OF_SCOPE
MSG0374,"Please replan my journey, I am behind schedule.",REQUEST_REPLAN
MSG0375,Can you explain how career relevance is scored for recommendations?,GENERAL_QUESTION
MSG0376,Can you recommend a portfolio project for a cloud engineer role?,REQUEST_PROJECT
MSG0377,Can you tell me how resource quality scores are calculated?,GENERAL_QUESTION
MSG0378,Can you give me a project idea related to data analysis?,REQUEST_PROJECT
MSG0379,What does ETL stand for and what does it involve?,ASK_CONCEPT_EXPLANATION
MSG0380,How is my skill gap calculated by the system?,GENERAL_QUESTION
MSG0381,Please give me a gentler introduction to this topic.,REQUEST_EASIER
MSG0382,Can we replan after factoring in my recent skip requests?,REQUEST_REPLAN
MSG0383,My goal is to be interview ready for full stack roles in six months.,CREATE_GOAL
MSG0384,Set a goal for me to become a backend developer in nine months.,CREATE_GOAL
MSG0385,I found this book too dense and hard to follow.,GIVE_FEEDBACK
MSG0386,I want a beginner friendly project to start practicing.,REQUEST_PROJECT
MSG0387,Help me set a goal for becoming a machine learning engineer at an Indian startup.,CREATE_GOAL
MSG0388,What would my roadmap look like if my deadline moved to four months?,WHAT_IF_SIMULATION
MSG0389,Please replan since I am now stronger in statistics than expected.,REQUEST_REPLAN
MSG0390,"I already know Python basics, can I skip this course?",REQUEST_SKIP
MSG0391,This project really helped me understand full stack architecture.,GIVE_FEEDBACK
MSG0392,I want to minimize the total hours needed for this goal.,REQUEST_FASTER
MSG0393,Can you tell me why this course addresses my current skill gap?,ASK_WHY_RECOMMENDATION
MSG0394,Can you explain why this was marked high impact for me?,ASK_WHY_RECOMMENDATION
MSG0395,Can you explain what a neural network layer does?,ASK_CONCEPT_EXPLANATION
MSG0396,Can we skip this topic and move to feature engineering directly?,REQUEST_SKIP
MSG0397,My target is to get a data scientist job at a Bengaluru startup.,CREATE_GOAL
MSG0398,"Can you recommend a good gym near Whitefield, Bengaluru?",OUT_OF_SCOPE
MSG0399,This was a well organized and beginner friendly resource.,GIVE_FEEDBACK
MSG0400,Can you recommend a project that covers ETL and Spark?,REQUEST_PROJECT
MSG0401,"Can we finish this faster, I have a job interview coming up soon?",REQUEST_FASTER
MSG0402,What does statelessness mean in REST API design?,ASK_CONCEPT_EXPLANATION
MSG0403,Can you compress my roadmap into a shorter timeline?,REQUEST_FASTER
MSG0404,How is the difficulty of a course determined?,GENERAL_QUESTION
MSG0405,How does the system decide the order of resources in my roadmap?,GENERAL_QUESTION
MSG0406,What are the best places to visit in Kerala during monsoon?,OUT_OF_SCOPE
MSG0407,"Why do I need to redo this topic, I thought I already knew it?",ASK_WHY_RECOMMENDATION
MSG0408,Can we modify my current goal to include a Kubernetes specialization?,MODIFY_GOAL
MSG0409,What would my roadmap look like if I start today with zero prior knowledge?,WHAT_IF_SIMULATION
MSG0410,What happens to my data if I change my goal midway?,GENERAL_QUESTION
MSG0411,"I feel lost with this material, can it be made easier?",REQUEST_EASIER
MSG0412,I want an updated roadmap reflecting my recent skill improvements.,REQUEST_REPLAN
MSG0413,I want my learning path recalculated from today onward.,REQUEST_REPLAN
MSG0414,What would change if I only had six hours a week starting next month?,WHAT_IF_SIMULATION
MSG0415,Can you give me something less technical to start with?,REQUEST_EASIER
MSG0416,What is the difference between a class and an object in OOP?,ASK_CONCEPT_EXPLANATION
MSG0417,I want to reduce my weekly hours from ten to five.,MODIFY_GOAL
MSG0418,Please update my target company type from startup to product company.,MODIFY_GOAL
MSG0419,Please change my target role since my manager wants me to specialize in cloud.,MODIFY_GOAL
MSG0420,"I have already done SQL basics in college, can this be skipped?",REQUEST_SKIP
MSG0421,I want to update my deadline from six months to nine months.,MODIFY_GOAL
MSG0422,Can you explain the difference between L1 and L2 regularization?,ASK_CONCEPT_EXPLANATION
MSG0423,What is the best biryani place near Hyderabad?,OUT_OF_SCOPE
MSG0424,My goal is to crack a cloud engineer job within a year.,CREATE_GOAL
MSG0425,Why is this particular assessment mandatory for my goal?,ASK_WHY_RECOMMENDATION
MSG0426,"Can we skip this beginner content, it is too basic for me?",REQUEST_SKIP
MSG0427,What does normalization mean in the context of databases?,ASK_CONCEPT_EXPLANATION
MSG0428,Can we replan now that my weekly hours have increased?,REQUEST_REPLAN
MSG0429,"This project was excellent, I learned a lot from it.",GIVE_FEEDBACK
MSG0430,Can you book a train ticket for me to Chennai?,OUT_OF_SCOPE
MSG0431,I want a project involving Indian weather or climate data.,REQUEST_PROJECT
MSG0432,Can you create an updated roadmap considering my new job constraints?,REQUEST_REPLAN
MSG0433,Can you tell me how often I should expect assessments in my path?,GENERAL_QUESTION
MSG0434,Can you suggest the shortest path to cover these skill gaps?,REQUEST_FASTER
MSG0435,Can you give me a compressed timeline for this goal?,REQUEST_FASTER
MSG0436,This course helped me clear my machine learning basics.,GIVE_FEEDBACK
MSG0437,The course content felt outdated for current cloud tools.,GIVE_FEEDBACK
MSG0438,"I only have three months left, can we accelerate the plan?",REQUEST_FASTER
MSG0439,"Please modify my target role, I now want to specialize in NLP.",MODIFY_GOAL
MSG0440,Can you suggest a beginner friendly version of this course?,REQUEST_EASIER
MSG0441,The assessment feedback was not detailed enough.,GIVE_FEEDBACK
MSG0442,What is the difference between confidence and mastery score?,GENERAL_QUESTION
MSG0443,I want to reach job readiness faster than the current plan.,REQUEST_FASTER
MSG0444,I want to build a career roadmap into data analytics from a non-tech background.,CREATE_GOAL
MSG0445,What is the best way to negotiate rent with a landlord?,OUT_OF_SCOPE
MSG0446,What happens if I do not complete an assessment on time?,GENERAL_QUESTION
MSG0447,Can we switch my mode to fast track for the rest of the path?,REQUEST_FASTER
MSG0448,Why is this recommended over a similar course from another provider?,ASK_WHY_RECOMMENDATION
MSG0449,"I have done this exact topic in my degree, can it be skipped?",REQUEST_SKIP
MSG0450,This was a helpful refresher on statistics fundamentals.,GIVE_FEEDBACK
MSG0451,"I know Node.js from a hackathon project, can this be skipped?",REQUEST_SKIP
MSG0452,I think the difficulty rating for this course is wrong.,GIVE_FEEDBACK
MSG0453,Can you recommend easier practice questions for SQL?,REQUEST_EASIER
MSG0454,"This resource was exactly what I needed, thank you.",GIVE_FEEDBACK
MSG0455,"This is too fast paced, can we slow down the difficulty?",REQUEST_EASIER
MSG0456,What is the difference between a primary key and a foreign key?,ASK_CONCEPT_EXPLANATION
MSG0457,I want the most time efficient version of this roadmap.,REQUEST_FASTER
MSG0458,Can you justify why this course was placed in phase two of my roadmap?,ASK_WHY_RECOMMENDATION
MSG0459,I want to plan out my next eight months to become a cloud engineer.,CREATE_GOAL
MSG0460,What happens to my plan if I take a two week break?,WHAT_IF_SIMULATION
MSG0461,"I want to learn AWS, Docker and Kubernetes to become a cloud engineer.",CREATE_GOAL
MSG0462,Can you shorten my learning path without skipping important skills?,REQUEST_FASTER
MSG0463,"I have already built projects using this, can it be skipped?",REQUEST_SKIP
MSG0464,This resource was too advanced for a first course on the topic.,GIVE_FEEDBACK
MSG0465,What is the average rainfall in Mumbai during monsoon?,OUT_OF_SCOPE
MSG0466,What is the current price of gold in India?,OUT_OF_SCOPE
MSG0467,Can you lower the difficulty level of my next recommendation?,REQUEST_EASIER
MSG0468,Can you explain what a hash map is used for?,ASK_CONCEPT_EXPLANATION
MSG0469,What does idempotency mean in API design?,ASK_CONCEPT_EXPLANATION
MSG0470,How do I know if I am on track to reach my goal on time?,GENERAL_QUESTION
MSG0471,"This explanation was too theoretical, I needed more examples.",GIVE_FEEDBACK
MSG0472,Can you update my weekly hours since college exams are approaching?,MODIFY_GOAL
MSG0473,This resource explained neural networks very clearly.,GIVE_FEEDBACK
MSG0474,"This resource assumes too much prior knowledge, please simplify.",REQUEST_EASIER
MSG0475,"I have work experience in this area, can this be skipped?",REQUEST_SKIP
MSG0476,Can you help me plan a budget for a family vacation?,OUT_OF_SCOPE
MSG0477,I want a project that demonstrates end-to-end ML deployment.,REQUEST_PROJECT
MSG0478,The quiz questions did not match what the course taught.,GIVE_FEEDBACK
MSG0479,I want an accelerated version of my current roadmap.,REQUEST_FASTER
MSG0480,I think this assessment was too difficult for a diagnostic.,GIVE_FEEDBACK
MSG0481,I want a project idea to practice model evaluation techniques.,REQUEST_PROJECT
MSG0482,"Please update my deadline, my internship starts in two months.",MODIFY_GOAL
MSG0483,I want to change my preferred learning format from video to hands-on.,MODIFY_GOAL
MSG0484,"I am not able to understand this, can it be simplified?",REQUEST_EASIER
MSG0485,What happens if I want an easier path even if it takes longer?,WHAT_IF_SIMULATION
MSG0486,Can you suggest some good books for leisure reading?,OUT_OF_SCOPE
MSG0487,"I have used Excel extensively at work, can this be skipped?",REQUEST_SKIP
MSG0488,What does eventual consistency mean in distributed systems?,ASK_CONCEPT_EXPLANATION
MSG0489,Can you tell me why this resource was chosen over a shorter one?,ASK_WHY_RECOMMENDATION
MSG0490,I want a fresh roadmap based on my latest diagnostic results.,REQUEST_REPLAN
MSG0491,Can you change my current goal to include a system design track?,MODIFY_GOAL
MSG0492,"Please make this topic simpler, I am getting confused.",REQUEST_EASIER
MSG0493,What movies are releasing this week in theatres?,OUT_OF_SCOPE
MSG0494,What is the difference between a data lake and a data warehouse?,ASK_CONCEPT_EXPLANATION
MSG0495,Can you explain what cross-validation is in model evaluation?,ASK_CONCEPT_EXPLANATION
MSG0496,I want to change my target company from service-based to product-based.,MODIFY_GOAL
MSG0497,What festivals are celebrated in Tamil Nadu in October?,OUT_OF_SCOPE
MSG0498,Can you help me plan a surprise party for my friend?,OUT_OF_SCOPE
MSG0499,Can we switch to fast track mode for my goal?,REQUEST_FASTER
MSG0500,Help me plan a path to become a full stack developer from scratch.,CREATE_GOAL
MSG0501,I want a project idea that uses SQL and data visualization.,REQUEST_PROJECT
MSG0502,Why is data visualization placed before exploratory data analysis?,ASK_WHY_RECOMMENDATION
MSG0503,Can you recommend a small project for practicing REST APIs?,REQUEST_PROJECT
MSG0504,Can you explain the logic behind this recommendation?,ASK_WHY_RECOMMENDATION
MSG0505,What does normalization mean in machine learning preprocessing?,ASK_CONCEPT_EXPLANATION
MSG0506,I want to become proficient enough in SQL and Python for a data analyst role.,CREATE_GOAL
MSG0507,The explanations in this resource were too fast paced.,GIVE_FEEDBACK
MSG0508,I want a real world project to apply my SQL skills.,REQUEST_PROJECT
MSG0509,Can you suggest something project based to replace this course?,REQUEST_PROJECT
MSG0510,I am working as a support engineer but I want to move into cloud/devops.,CREATE_GOAL
MSG0511,What is the process to apply for an Indian passport?,OUT_OF_SCOPE
MSG0512,What would change if I move from a service company to a product company target?,WHAT_IF_SIMULATION
MSG0513,Can you explain gradient descent in simple terms?,ASK_CONCEPT_EXPLANATION
MSG0514,What would happen if I add a cloud specialization to my current goal?,WHAT_IF_SIMULATION
MSG0515,Can you suggest a project related to Indian agriculture data?,REQUEST_PROJECT
MSG0516,What happens if I want to add machine learning to my data engineer goal?,WHAT_IF_SIMULATION
MSG0517,Can we remove this resource since I already have this skill?,REQUEST_SKIP
MSG0518,Can you suggest something I can build to prepare for interviews?,REQUEST_PROJECT
MSG0519,"I need to complete this before next month, can we speed up?",REQUEST_FASTER
MSG0520,"What if my new job requires AWS instead of GCP, how does my plan change?",WHAT_IF_SIMULATION
MSG0521,Please plan my roadmap for becoming a cloud engineer with AWS focus.,CREATE_GOAL
MSG0522,Can I skip this course and go straight to the advanced one?,REQUEST_SKIP
MSG0523,"Please rebuild everything, my goal priorities have changed.",REQUEST_REPLAN
MSG0524,This was a great introduction to cloud computing concepts.,GIVE_FEEDBACK
MSG0525,Please help me finish before the next hiring cycle.,REQUEST_FASTER
MSG0526,I want a project idea related to customer churn prediction.,REQUEST_PROJECT
MSG0527,How does the platform balance speed and depth in my roadmap?,GENERAL_QUESTION
MSG0528,How can I see my overall progress towards my goal?,GENERAL_QUESTION
MSG0529,Can you recommend a good web series to watch this weekend?,OUT_OF_SCOPE
MSG0530,Can you break this down into smaller and easier steps?,REQUEST_EASIER
MSG0531,What are the visa requirements for Indians travelling to Europe?,OUT_OF_SCOPE
MSG0532,I want to change my target deadline to before the next hiring season.,MODIFY_GOAL
MSG0533,Can you explain how my next best action is chosen?,GENERAL_QUESTION
MSG0534,Can you recommend a project using an IPL or cricket dataset?,REQUEST_PROJECT
MSG0535,"This coding exercise is too hard, can I get an easier one?",REQUEST_EASIER
MSG0536,What if I skip all the foundational courses I feel confident about?,WHAT_IF_SIMULATION
MSG0537,I want the system to replan based on my recent feedback.,REQUEST_REPLAN
MSG0538,I want the fastest possible route to become job ready.,REQUEST_FASTER
MSG0539,Please revise my goal since I got promoted and now have less free time.,MODIFY_GOAL
MSG0540,What does containerization mean in software deployment?,ASK_CONCEPT_EXPLANATION
MSG0541,Can you explain what a Docker container actually is?,ASK_CONCEPT_EXPLANATION
MSG0542,"I want to build something for my resume, any project suggestions?",REQUEST_PROJECT
MSG0543,Can you help me find a good tailor near my house?,OUT_OF_SCOPE
MSG0544,My aim is to join a data science team within a year.,CREATE_GOAL
MSG0545,What happens if I choose exam mode instead of my current standard mode?,WHAT_IF_SIMULATION
MSG0546,"Please regenerate my roadmap, I have not been making good progress.",REQUEST_REPLAN
MSG0547,Can you replan my path after I completed the capstone project early?,REQUEST_REPLAN
MSG0548,Can you explain how the system avoids recommending redundant resources?,GENERAL_QUESTION
MSG0549,Can you recommend a project using a loan default or NBFC dataset?,REQUEST_PROJECT
MSG0550,Can you explain what a window function does in SQL?,ASK_CONCEPT_EXPLANATION
MSG0551,What happens if I fail the next milestone assessment?,WHAT_IF_SIMULATION
MSG0552,This practice set was very useful for interview preparation.,GIVE_FEEDBACK
MSG0553,Can you rebuild my path after I switched my target role?,REQUEST_REPLAN
MSG0554,Can you help me choose a good name for my new pet dog?,OUT_OF_SCOPE
MSG0555,Please remove redundant courses so I can move faster.,REQUEST_FASTER
MSG0556,"This is too advanced, I need something more basic first.",REQUEST_EASIER
MSG0557,Can you explain what confidence interval means in statistics?,ASK_CONCEPT_EXPLANATION
MSG0558,Can you replan considering I want to focus more on projects now?,REQUEST_REPLAN
MSG0559,"My interest has shifted, update my goal to cloud computing instead.",MODIFY_GOAL
MSG0560,I want to revise my roadmap deadline since my exams got postponed.,MODIFY_GOAL
MSG0561,Please suggest a simpler resource for REST API design.,REQUEST_EASIER
MSG0562,"I am struggling with this, can you provide an easier alternative?",REQUEST_EASIER
MSG0563,What if my company suddenly requires Java instead of Python?,WHAT_IF_SIMULATION
MSG0564,What if I only focus on projects and skip most of the courses?,WHAT_IF_SIMULATION
MSG0565,I want a complete plan to become a data engineer within a year.,CREATE_GOAL
MSG0566,I struggled to complete this within the estimated time.,GIVE_FEEDBACK
MSG0567,What does it mean when a resource is marked as high impact?,GENERAL_QUESTION
MSG0568,What would my path look like if I had ten hours a week instead of five?,WHAT_IF_SIMULATION
MSG0569,"This resource is too dense, please give something simpler.",REQUEST_EASIER
MSG0570,Can you let me skip ahead to the next phase?,REQUEST_SKIP
MSG0571,Can you change my target from data analyst to business analyst?,MODIFY_GOAL
MSG0572,"Set up a goal, I want to master data engineering tools like Spark and Airflow.",CREATE_GOAL
MSG0573,What if my weekly hours vary each week instead of staying fixed?,WHAT_IF_SIMULATION
MSG0574,Can you tell me some fun facts about the Indian Space Research Organisation?,OUT_OF_SCOPE
MSG0575,What is the best investment option for a beginner in India?,OUT_OF_SCOPE
MSG0576,"What if my exams start next month, how should my plan adjust?",WHAT_IF_SIMULATION
MSG0577,I want to build a learning plan to switch from mechanical to software engineering.,CREATE_GOAL
MSG0578,Can you suggest a more gradual path for machine learning?,REQUEST_EASIER
MSG0579,Can you help me plan a trip to Goa next month?,OUT_OF_SCOPE
MSG0580,What kind of data does the platform use to personalize my path?,GENERAL_QUESTION
MSG0581,Can you explain why this assessment score triggered this recommendation?,ASK_WHY_RECOMMENDATION
MSG0582,I want a project idea using a Zomato or Swiggy style dataset.,REQUEST_PROJECT
MSG0583,Why is Git suggested before I start data structures?,ASK_WHY_RECOMMENDATION
MSG0584,Can you help me become a full stack developer? I know only HTML and CSS right now.,CREATE_GOAL
MSG0585,What is the difference between authentication and authorization?,ASK_CONCEPT_EXPLANATION
MSG0586,Can we change the goal to prioritize SQL over Excel?,MODIFY_GOAL
MSG0587,Can you recommend a more beginner friendly resource for Docker?,REQUEST_EASIER
MSG0588,Can we fast track only the career critical skills?,REQUEST_FASTER
MSG0589,Can you recommend a project that showcases cloud deployment skills?,REQUEST_PROJECT
MSG0590,Can you suggest a good recipe for making dosa at home?,OUT_OF_SCOPE
MSG0591,This was a good balance of theory and practice.,GIVE_FEEDBACK
MSG0592,This is too advanced given my current mastery level.,REQUEST_EASIER
MSG0593,Can you update my target skillset to include Kafka and Spark?,MODIFY_GOAL
MSG0594,Please regenerate my roadmap after this milestone review.,REQUEST_REPLAN
MSG0595,Please suggest something less advanced for cloud computing.,REQUEST_EASIER
MSG0596,Can you explain why NPTEL was chosen over Coursera for this topic?,ASK_WHY_RECOMMENDATION
MSG0597,Why was this particular difficulty level chosen for me?,ASK_WHY_RECOMMENDATION
MSG0598,How do I switch between different learning modes on this platform?,GENERAL_QUESTION
MSG0599,"I already have this skill from my previous job, can it be skipped?",REQUEST_SKIP
MSG0600,"This topic is too theoretical, can you make it more basic?",REQUEST_EASIER
MSG0601,What happens if I switch my goal from data analyst to data scientist now?,WHAT_IF_SIMULATION
MSG0602,Please update my roadmap since I already completed a Python course elsewhere.,MODIFY_GOAL
MSG0603,The project instructions were unclear and hard to follow.,GIVE_FEEDBACK
MSG0604,Why do I need this project when I already know the basics?,ASK_WHY_RECOMMENDATION
MSG0605,Can I skip ahead since my diagnostic score was already high here?,REQUEST_SKIP
MSG0606,"I know Docker basics already, can this be removed from my path?",REQUEST_SKIP
MSG0607,I recently graduated and I want to target a data engineer role.,CREATE_GOAL
MSG0608,"Can we skip this module, I am confident in this skill?",REQUEST_SKIP
MSG0609,What if my deadline extends by three more months?,WHAT_IF_SIMULATION
MSG0610,Can I skip this assessment since I already passed a similar one?,REQUEST_SKIP
MSG0611,What if I want to combine my data analyst and data engineer goals?,WHAT_IF_SIMULATION
MSG0612,"I already completed a similar course elsewhere, can I skip it?",REQUEST_SKIP
MSG0613,Why does my path include this specific NPTEL course?,ASK_WHY_RECOMMENDATION
MSG0614,Can you suggest a project I can build for my portfolio?,REQUEST_PROJECT
MSG0615,Can you recommend a good mobile phone under twenty thousand rupees?,OUT_OF_SCOPE
MSG0616,Can you make my path more time efficient?,REQUEST_FASTER
MSG0617,"This is overwhelming, can we start with something more basic?",REQUEST_EASIER
MSG0618,Can you give me an easier resource for probability?,REQUEST_EASIER
MSG0619,I want a project that uses Kafka for streaming data.,REQUEST_PROJECT
MSG0620,"I have an upcoming interview, can we fast track the key topics?",REQUEST_FASTER
MSG0621,I want to finish my roadmap in half the original time.,REQUEST_FASTER
MSG0622,I am an ECE graduate and I want to become a software developer.,CREATE_GOAL
MSG0623,"I have prior exposure to this, please skip it in my roadmap.",REQUEST_SKIP
MSG0624,Can you explain what an API endpoint is?,ASK_CONCEPT_EXPLANATION
MSG0625,"I want to get into machine learning, I only know Python basics for now.",CREATE_GOAL
MSG0626,"I know this topic from my previous role, please skip it.",REQUEST_SKIP
MSG0627,"What if I increase my weekly hours to fifteen, how much faster would I finish?",WHAT_IF_SIMULATION
MSG0628,Why is this the highest priority item in my dashboard right now?,ASK_WHY_RECOMMENDATION
MSG0629,Can you explain what overfitting means in machine learning?,ASK_CONCEPT_EXPLANATION
MSG0630,Why does my roadmap suggest this resource before the capstone project?,ASK_WHY_RECOMMENDATION
MSG0631,What is the score of today's India cricket match?,OUT_OF_SCOPE
MSG0632,Can you recommend a good coffee shop to work from in Pune?,OUT_OF_SCOPE
MSG0633,How does the diagnostic assessment work exactly?,GENERAL_QUESTION
MSG0634,What happens if I want to prioritize speed over depth for this goal?,WHAT_IF_SIMULATION
MSG0635,"I am confident about statistics, can we skip this course?",REQUEST_SKIP
MSG0636,I want to revise my goal after switching colleges.,MODIFY_GOAL
MSG0637,How can I trust that these recommendations are not random?,GENERAL_QUESTION
MSG0638,Please replan my path since I switched from fast track to deep mastery mode.,REQUEST_REPLAN
MSG0639,What is the difference between a list and a tuple in Python?,ASK_CONCEPT_EXPLANATION
MSG0640,Please suggest an easier course for statistics.,REQUEST_EASIER
MSG0641,What is the difference between precision and recall?,ASK_CONCEPT_EXPLANATION
MSG0642,What if I want to remove the web development phase from my path?,WHAT_IF_SIMULATION
MSG0643,How does the platform personalize content for my learning style?,GENERAL_QUESTION
MSG0644,"I already know Linux basics, can this be marked complete?",REQUEST_SKIP
MSG0645,What is the best diet plan for gaining muscle?,OUT_OF_SCOPE
MSG0646,What is the difference between a diagnostic and a formative quiz?,GENERAL_QUESTION
MSG0647,Please change my deadline to six months from today.,MODIFY_GOAL
MSG0648,"This is beyond my current level, please adjust it.",REQUEST_EASIER
MSG0649,I want to finish this goal in the shortest time possible.,REQUEST_FASTER
MSG0650,"I want to become a cloud/devops engineer, I know Linux basics only.",CREATE_GOAL
