recommendation_event_id,learner_id,resource_id,skill_name,score,reason,accepted
REC00238,LRN0073,RES0052,Exploratory Data Analysis,0.81,Addresses skill gap in Exploratory Data Analysis required for Data Analyst,True
REC00239,LRN0074,RES0063,ML Foundations,0.846,Addresses skill gap in ML Foundations required for Data Scientist,True
REC00240,LRN0074,RES0065,Regression Techniques,0.704,Addresses skill gap in Regression Techniques required for Data Scientist,True
REC00241,LRN0074,RES0067,Classification Techniques,0.78,Addresses skill gap in Classification Techniques required for Data Scientist,True
REC00242,LRN0075,RES0075,Feature Engineering,0.682,Addresses skill gap in Feature Engineering required for Machine Learning Engineer,True
REC00243,LRN0075,RES0080,Neural Networks,0.626,Addresses skill gap in Neural Networks required for Machine Learning Engineer,True
REC00244,LRN0075,RES0082,Deep Learning,0.886,Addresses skill gap in Deep Learning required for Machine Learning Engineer,True
REC00245,LRN0076,RES0093,HTML & CSS,0.739,Addresses skill gap in HTML & CSS required for Full Stack Developer,True
REC00246,LRN0076,RES0095,JavaScript Basics,0.686,Addresses skill gap in JavaScript Basics required for Full Stack Developer,True
REC00247,LRN0076,RES0102,Database Design (RDBMS),0.715,Addresses skill gap in Database Design (RDBMS) required for Full Stack Developer,True
REC00248,LRN0077,RES0056,Advanced SQL,0.897,Addresses skill gap in Advanced SQL required for Data Engineer,True
REC00249,LRN0077,RES0151,Data Modeling,0.862,Addresses skill gap in Data Modeling required for Data Engineer,True
REC00250,LRN0077,RES0162,Data Warehousing,0.771,Addresses skill gap in Data Warehousing required for Data Engineer,False
REC00251,LRN0077,RES0179,Data Pipeline Design,0.632,Addresses skill gap in Data Pipeline Design required for Data Engineer,True
REC00252,LRN0078,RES0135,Docker Fundamentals,0.807,Addresses skill gap in Docker Fundamentals required for Cloud/DevOps Engineer,True
REC00253,LRN0078,RES0140,Kubernetes Basics,0.855,Addresses skill gap in Kubernetes Basics required for Cloud/DevOps Engineer,True
REC00254,LRN0078,RES0142,CI/CD Pipelines,0.925,Addresses skill gap in CI/CD Pipelines required for Cloud/DevOps Engineer,True
REC00255,LRN0079,RES0039,Excel for Data Analysis,0.576,Addresses skill gap in Excel for Data Analysis required for Data Analyst,True
REC00256,LRN0079,RES0047,Data Visualization,0.768,Addresses skill gap in Data Visualization required for Data Analyst,True
REC00257,LRN0080,RES0051,Inferential Statistics,0.733,Addresses skill gap in Inferential Statistics required for Data Scientist,True
REC00258,LRN0080,RES0062,ML Foundations,0.851,Addresses skill gap in ML Foundations required for Data Scientist,True
REC00259,LRN0080,RES0064,Regression Techniques,0.782,Addresses skill gap in Regression Techniques required for Data Scientist,True
REC00260,LRN0081,RES0063,ML Foundations,0.906,Addresses skill gap in ML Foundations required for Machine Learning Engineer,False
REC00261,LRN0081,RES0074,Feature Engineering,0.854,Addresses skill gap in Feature Engineering required for Machine Learning Engineer,True
REC00262,LRN0081,RES0079,Neural Networks,0.804,Addresses skill gap in Neural Networks required for Machine Learning Engineer,False
REC00263,LRN0081,RES0072,Model Evaluation,0.715,Addresses skill gap in Model Evaluation required for Machine Learning Engineer,True
REC00264,LRN0082,RES0092,HTML & CSS,0.729,Addresses skill gap in HTML & CSS required for Full Stack Developer,False
REC00265,LRN0082,RES0094,JavaScript Basics,0.662,Addresses skill gap in JavaScript Basics required for Full Stack Developer,False
REC00266,LRN0082,RES0111,REST API Design,0.673,Addresses skill gap in REST API Design required for Full Stack Developer,True
REC00267,LRN0082,RES0101,Database Design (RDBMS),0.749,Addresses skill gap in Database Design (RDBMS) required for Full Stack Developer,True
REC00268,LRN0083,RES0055,Advanced SQL,0.785,Addresses skill gap in Advanced SQL required for Data Engineer,True
REC00269,LRN0083,RES0171,Apache Spark Basics,0.839,Addresses skill gap in Apache Spark Basics required for Data Engineer,False
REC00270,LRN0083,RES0161,Data Warehousing,0.759,Addresses skill gap in Data Warehousing required for Data Engineer,True
REC00271,LRN0083,RES0178,Data Pipeline Design,0.782,Addresses skill gap in Data Pipeline Design required for Data Engineer,True
REC00272,LRN0084,RES0132,AWS Core Services,0.761,Addresses skill gap in AWS Core Services required for Cloud/DevOps Engineer,True
REC00273,LRN0084,RES0134,Docker Fundamentals,0.787,Addresses skill gap in Docker Fundamentals required for Cloud/DevOps Engineer,True
REC00274,LRN0084,RES0139,Kubernetes Basics,0.782,Addresses skill gap in Kubernetes Basics required for Cloud/DevOps Engineer,True
REC00275,LRN0085,RES0057,Advanced SQL,0.827,Addresses skill gap in Advanced SQL required for Data Analyst,True
REC00276,LRN0085,RES0038,Excel for Data Analysis,0.799,Addresses skill gap in Excel for Data Analysis required for Data Analyst,True
REC00277,LRN0085,RES0046,Data Visualization,0.959,Addresses skill gap in Data Visualization required for Data Analyst,True
REC00278,LRN0086,RES0009,Python Data Structures,0.865,Addresses skill gap in Python Data Structures required for Data Scientist,True
REC00279,LRN0086,RES0050,Inferential Statistics,0.852,Addresses skill gap in Inferential Statistics required for Data Scientist,True
REC00280,LRN0086,RES0061,ML Foundations,0.828,Addresses skill gap in ML Foundations required for Data Scientist,True
REC00281,LRN0086,RES0072,Model Evaluation,0.753,Addresses skill gap in Model Evaluation required for Data Scientist,True
REC00282,LRN0087,RES0062,ML Foundations,0.693,Addresses skill gap in ML Foundations required for Machine Learning Engineer,True
REC00283,LRN0087,RES0150,Model Deployment,0.883,Addresses skill gap in Model Deployment required for Machine Learning Engineer,True
REC00284,LRN0087,RES0071,Model Evaluation,0.915,Addresses skill gap in Model Evaluation required for Machine Learning Engineer,True
REC00285,LRN0088,RES0091,HTML & CSS,0.74,Addresses skill gap in HTML & CSS required for Full Stack Developer,True
REC00286,LRN0088,RES0108,Node.js Basics,0.619,Addresses skill gap in Node.js Basics required for Full Stack Developer,True
REC00287,LRN0088,RES0110,REST API Design,0.82,Addresses skill gap in REST API Design required for Full Stack Developer,True
REC00288,LRN0089,RES0159,ETL Fundamentals,0.815,Addresses skill gap in ETL Fundamentals required for Data Engineer,True
REC00289,LRN0089,RES0170,Apache Spark Basics,0.874,Addresses skill gap in Apache Spark Basics required for Data Engineer,True
REC00290,LRN0089,RES0160,Data Warehousing,0.698,Addresses skill gap in Data Warehousing required for Data Engineer,True
REC00291,LRN0090,RES0126,Cloud Computing Basics,0.738,Addresses skill gap in Cloud Computing Basics required for Cloud/DevOps Engineer,True
REC00292,LRN0090,RES0131,AWS Core Services,0.822,Addresses skill gap in AWS Core Services required for Cloud/DevOps Engineer,True
REC00293,LRN0090,RES0133,Docker Fundamentals,0.801,Addresses skill gap in Docker Fundamentals required for Cloud/DevOps Engineer,True
REC00294,LRN0091,RES0036,SQL Basics,0.691,Addresses skill gap in SQL Basics required for Data Analyst,False
REC00295,LRN0091,RES0056,Advanced SQL,0.745,Addresses skill gap in Advanced SQL required for Data Analyst,True
REC00296,LRN0091,RES0054,Exploratory Data Analysis,0.736,Addresses skill gap in Exploratory Data Analysis required for Data Analyst,True
REC00297,LRN0092,RES0008,Python Data Structures,0.846,Addresses skill gap in Python Data Structures required for Data Scientist,True
REC00298,LRN0092,RES0049,Inferential Statistics,0.762,Addresses skill gap in Inferential Statistics required for Data Scientist,True
REC00299,LRN0092,RES0069,Classification Techniques,0.72,Addresses skill gap in Classification Techniques required for Data Scientist,True
REC00300,LRN0092,RES0071,Model Evaluation,0.764,Addresses skill gap in Model Evaluation required for Data Scientist,True
REC00301,LRN0093,RES0084,Deep Learning,0.756,Addresses skill gap in Deep Learning required for Machine Learning Engineer,True
REC00302,LRN0093,RES0149,Model Deployment,0.735,Addresses skill gap in Model Deployment required for Machine Learning Engineer,True
REC00303,LRN0093,RES0070,Model Evaluation,0.76,Addresses skill gap in Model Evaluation required for Machine Learning Engineer,True
REC00304,LRN0094,RES0105,React Fundamentals,0.735,Addresses skill gap in React Fundamentals required for Full Stack Developer,False
REC00305,LRN0094,RES0107,Node.js Basics,0.806,Addresses skill gap in Node.js Basics required for Full Stack Developer,True
REC00306,LRN0094,RES0109,REST API Design,0.77,Addresses skill gap in REST API Design required for Full Stack Developer,True
REC00307,LRN0095,RES0153,Data Modeling,0.692,Addresses skill gap in Data Modeling required for Data Engineer,True
REC00308,LRN0095,RES0158,ETL Fundamentals,0.7,Addresses skill gap in ETL Fundamentals required for Data Engineer,True
REC00309,LRN0095,RES0169,Apache Spark Basics,0.771,Addresses skill gap in Apache Spark Basics required for Data Engineer,True
REC00310,LRN0096,RES0123,Linux Fundamentals,0.914,Addresses skill gap in Linux Fundamentals required for Cloud/DevOps Engineer,True
REC00311,LRN0096,RES0125,Cloud Computing Basics,0.683,Addresses skill gap in Cloud Computing Basics required for Cloud/DevOps Engineer,True
REC00312,LRN0096,RES0130,AWS Core Services,0.83,Addresses skill gap in AWS Core Services required for Cloud/DevOps Engineer,False
REC00313,LRN0096,RES0144,CI/CD Pipelines,0.839,Addresses skill gap in CI/CD Pipelines required for Cloud/DevOps Engineer,True
REC00314,LRN0097,RES0035,SQL Basics,0.842,Addresses skill gap in SQL Basics required for Data Analyst,True
REC00315,LRN0097,RES0055,Advanced SQL,0.725,Addresses skill gap in Advanced SQL required for Data Analyst,True
REC00316,LRN0097,RES0033,Descriptive Statistics,0.96,Addresses skill gap in Descriptive Statistics required for Data Analyst,True
REC00317,LRN0097,RES0053,Exploratory Data Analysis,0.921,Addresses skill gap in Exploratory Data Analysis required for Data Analyst,False
REC00318,LRN0098,RES0007,Python Data Structures,0.828,Addresses skill gap in Python Data Structures required for Data Scientist,True
REC00319,LRN0098,RES0066,Regression Techniques,0.874,Addresses skill gap in Regression Techniques required for Data Scientist,True
REC00320,LRN0098,RES0068,Classification Techniques,0.767,Addresses skill gap in Classification Techniques required for Data Scientist,True
REC00321,LRN0098,RES0070,Model Evaluation,0.778,Addresses skill gap in Model Evaluation required for Data Scientist,True
REC00322,LRN0099,RES0081,Neural Networks,0.828,Addresses skill gap in Neural Networks required for Machine Learning Engineer,True
REC00323,LRN0099,RES0083,Deep Learning,0.712,Addresses skill gap in Deep Learning required for Machine Learning Engineer,True
REC00324,LRN0099,RES0148,Model Deployment,0.701,Addresses skill gap in Model Deployment required for Machine Learning Engineer,True
REC00325,LRN0100,RES0096,JavaScript Basics,0.636,Addresses skill gap in JavaScript Basics required for Full Stack Developer,True
REC00326,LRN0100,RES0104,React Fundamentals,0.965,Addresses skill gap in React Fundamentals required for Full Stack Developer,True
REC00327,LRN0101,RES0057,Advanced SQL,0.763,Addresses skill gap in Advanced SQL required for Data Engineer,True
REC00328,LRN0101,RES0152,Data Modeling,0.843,Addresses skill gap in Data Modeling required for Data Engineer,False
REC00329,LRN0101,RES0157,ETL Fundamentals,0.784,Addresses skill gap in ETL Fundamentals required for Data Engineer,True
REC00330,LRN0101,RES0180,Data Pipeline Design,0.932,Addresses skill gap in Data Pipeline Design required for Data Engineer,True
REC00331,LRN0102,RES0122,Linux Fundamentals,0.693,Addresses skill gap in Linux Fundamentals required for Cloud/DevOps Engineer,True
REC00332,LRN0102,RES0141,Kubernetes Basics,0.826,Addresses skill gap in Kubernetes Basics required for Cloud/DevOps Engineer,True
REC00333,LRN0102,RES0143,CI/CD Pipelines,0.679,Addresses skill gap in CI/CD Pipelines required for Cloud/DevOps Engineer,True
REC00334,LRN0103,RES0034,SQL Basics,0.704,Addresses skill gap in SQL Basics required for Data Analyst,False
REC00335,LRN0103,RES0048,Data Visualization,0.734,Addresses skill gap in Data Visualization required for Data Analyst,True
REC00336,LRN0103,RES0032,Descriptive Statistics,0.666,Addresses skill gap in Descriptive Statistics required for Data Analyst,True
REC00337,LRN0103,RES0052,Exploratory Data Analysis,0.728,Addresses skill gap in Exploratory Data Analysis required for Data Analyst,True
REC00338,LRN0104,RES0063,ML Foundations,0.856,Addresses skill gap in ML Foundations required for Data Scientist,True
REC00339,LRN0104,RES0065,Regression Techniques,0.704,Addresses skill gap in Regression Techniques required for Data Scientist,True
REC00340,LRN0105,RES0075,Feature Engineering,0.765,Addresses skill gap in Feature Engineering required for Machine Learning Engineer,True
REC00341,LRN0105,RES0080,Neural Networks,0.833,Addresses skill gap in Neural Networks required for Machine Learning Engineer,True
REC00342,LRN0105,RES0082,Deep Learning,0.729,Addresses skill gap in Deep Learning required for Machine Learning Engineer,True
REC00343,LRN0106,RES0093,HTML & CSS,0.767,Addresses skill gap in HTML & CSS required for Full Stack Developer,True
REC00344,LRN0106,RES0095,JavaScript Basics,0.806,Addresses skill gap in JavaScript Basics required for Full Stack Developer,False
REC00345,LRN0106,RES0103,React Fundamentals,0.783,Addresses skill gap in React Fundamentals required for Full Stack Developer,True
REC00346,LRN0106,RES0102,Database Design (RDBMS),0.681,Addresses skill gap in Database Design (RDBMS) required for Full Stack Developer,True
REC00347,LRN0107,RES0056,Advanced SQL,0.764,Addresses skill gap in Advanced SQL required for Data Engineer,True
REC00348,LRN0107,RES0162,Data Warehousing,0.711,Addresses skill gap in Data Warehousing required for Data Engineer,True
REC00349,LRN0107,RES0179,Data Pipeline Design,0.756,Addresses skill gap in Data Pipeline Design required for Data Engineer,True
REC00350,LRN0108,RES0121,Linux Fundamentals,0.795,Addresses skill gap in Linux Fundamentals required for Cloud/DevOps Engineer,True
REC00351,LRN0108,RES0135,Docker Fundamentals,0.863,Addresses skill gap in Docker Fundamentals required for Cloud/DevOps Engineer,True
REC00352,LRN0108,RES0140,Kubernetes Basics,0.777,Addresses skill gap in Kubernetes Basics required for Cloud/DevOps Engineer,True
REC00353,LRN0109,RES0039,Excel for Data Analysis,0.846,Addresses skill gap in Excel for Data Analysis required for Data Analyst,True
REC00354,LRN0109,RES0047,Data Visualization,0.845,Addresses skill gap in Data Visualization required for Data Analyst,True
REC00355,LRN0109,RES0031,Descriptive Statistics,0.76,Addresses skill gap in Descriptive Statistics required for Data Analyst,True
REC00356,LRN0110,RES0051,Inferential Statistics,0.748,Addresses skill gap in Inferential Statistics required for Data Scientist,True
REC00357,LRN0110,RES0062,ML Foundations,0.81,Addresses skill gap in ML Foundations required for Data Scientist,False
REC00358,LRN0110,RES0064,Regression Techniques,0.745,Addresses skill gap in Regression Techniques required for Data Scientist,True
REC00359,LRN0111,RES0063,ML Foundations,0.612,Addresses skill gap in ML Foundations required for Machine Learning Engineer,False
REC00360,LRN0111,RES0074,Feature Engineering,0.924,Addresses skill gap in Feature Engineering required for Machine Learning Engineer,True
REC00361,LRN0111,RES0079,Neural Networks,0.909,Addresses skill gap in Neural Networks required for Machine Learning Engineer,True
REC00362,LRN0111,RES0072,Model Evaluation,0.873,Addresses skill gap in Model Evaluation required for Machine Learning Engineer,True
REC00363,LRN0112,RES0092,HTML & CSS,0.877,Addresses skill gap in HTML & CSS required for Full Stack Developer,True
REC00364,LRN0112,RES0094,JavaScript Basics,0.843,Addresses skill gap in JavaScript Basics required for Full Stack Developer,True
REC00365,LRN0112,RES0111,REST API Design,0.723,Addresses skill gap in REST API Design required for Full Stack Developer,True
REC00366,LRN0112,RES0101,Database Design (RDBMS),0.776,Addresses skill gap in Database Design (RDBMS) required for Full Stack Developer,True
REC00367,LRN0113,RES0055,Advanced SQL,0.731,Addresses skill gap in Advanced SQL required for Data Engineer,True
REC00368,LRN0113,RES0171,Apache Spark Basics,0.786,Addresses skill gap in Apache Spark Basics required for Data Engineer,True
REC00369,LRN0113,RES0161,Data Warehousing,0.66,Addresses skill gap in Data Warehousing required for Data Engineer,True
REC00370,LRN0114,RES0132,AWS Core Services,0.725,Addresses skill gap in AWS Core Services required for Cloud/DevOps Engineer,True
REC00371,LRN0114,RES0134,Docker Fundamentals,0.888,Addresses skill gap in Docker Fundamentals required for Cloud/DevOps Engineer,True
REC00372,LRN0114,RES0139,Kubernetes Basics,0.697,Addresses skill gap in Kubernetes Basics required for Cloud/DevOps Engineer,True
REC00373,LRN0115,RES0057,Advanced SQL,0.777,Addresses skill gap in Advanced SQL required for Data Analyst,True
REC00374,LRN0115,RES0038,Excel for Data Analysis,0.761,Addresses skill gap in Excel for Data Analysis required for Data Analyst,True
REC00375,LRN0115,RES0046,Data Visualization,0.681,Addresses skill gap in Data Visualization required for Data Analyst,True
REC00376,LRN0116,RES0009,Python Data Structures,0.861,Addresses skill gap in Python Data Structures required for Data Scientist,False
REC00377,LRN0116,RES0050,Inferential Statistics,0.779,Addresses skill gap in Inferential Statistics required for Data Scientist,True
REC00378,LRN0116,RES0061,ML Foundations,0.666,Addresses skill gap in ML Foundations required for Data Scientist,True
REC00379,LRN0116,RES0072,Model Evaluation,0.675,Addresses skill gap in Model Evaluation required for Data Scientist,True
REC00380,LRN0117,RES0062,ML Foundations,0.834,Addresses skill gap in ML Foundations required for Machine Learning Engineer,True
REC00381,LRN0117,RES0073,Feature Engineering,0.803,Addresses skill gap in Feature Engineering required for Machine Learning Engineer,False
REC00382,LRN0117,RES0150,Model Deployment,0.803,Addresses skill gap in Model Deployment required for Machine Learning Engineer,True
REC00383,LRN0117,RES0071,Model Evaluation,0.841,Addresses skill gap in Model Evaluation required for Machine Learning Engineer,True
REC00384,LRN0118,RES0091,HTML & CSS,0.804,Addresses skill gap in HTML & CSS required for Full Stack Developer,True
REC00385,LRN0118,RES0108,Node.js Basics,0.712,Addresses skill gap in Node.js Basics required for Full Stack Developer,True
REC00386,LRN0118,RES0110,REST API Design,0.947,Addresses skill gap in REST API Design required for Full Stack Developer,True
REC00387,LRN0118,RES0100,Database Design (RDBMS),0.925,Addresses skill gap in Database Design (RDBMS) required for Full Stack Developer,True
REC00388,LRN0119,RES0159,ETL Fundamentals,0.722,Addresses skill gap in ETL Fundamentals required for Data Engineer,True
REC00389,LRN0119,RES0170,Apache Spark Basics,0.892,Addresses skill gap in Apache Spark Basics required for Data Engineer,False
REC00390,LRN0119,RES0160,Data Warehousing,0.899,Addresses skill gap in Data Warehousing required for Data Engineer,False
REC00391,LRN0120,RES0126,Cloud Computing Basics,0.668,Addresses skill gap in Cloud Computing Basics required for Cloud/DevOps Engineer,True
REC00392,LRN0120,RES0131,AWS Core Services,0.596,Addresses skill gap in AWS Core Services required for Cloud/DevOps Engineer,True
REC00393,LRN0120,RES0133,Docker Fundamentals,0.727,Addresses skill gap in Docker Fundamentals required for Cloud/DevOps Engineer,True
REC00394,LRN0121,RES0036,SQL Basics,0.809,Addresses skill gap in SQL Basics required for Data Analyst,True
REC00395,LRN0121,RES0056,Advanced SQL,0.772,Addresses skill gap in Advanced SQL required for Data Analyst,False
REC00396,LRN0121,RES0037,Excel for Data Analysis,0.78,Addresses skill gap in Excel for Data Analysis required for Data Analyst,True
REC00397,LRN0121,RES0054,Exploratory Data Analysis,0.854,Addresses skill gap in Exploratory Data Analysis required for Data Analyst,True
REC00398,LRN0122,RES0008,Python Data Structures,0.694,Addresses skill gap in Python Data Structures required for Data Scientist,True
REC00399,LRN0122,RES0049,Inferential Statistics,0.801,Addresses skill gap in Inferential Statistics required for Data Scientist,True
REC00400,LRN0122,RES0069,Classification Techniques,0.719,Addresses skill gap in Classification Techniques required for Data Scientist,True
REC00401,LRN0122,RES0071,Model Evaluation,0.663,Addresses skill gap in Model Evaluation required for Data Scientist,False
REC00402,LRN0123,RES0061,ML Foundations,0.626,Addresses skill gap in ML Foundations required for Machine Learning Engineer,True
REC00403,LRN0123,RES0084,Deep Learning,0.768,Addresses skill gap in Deep Learning required for Machine Learning Engineer,True
REC00404,LRN0123,RES0149,Model Deployment,0.787,Addresses skill gap in Model Deployment required for Machine Learning Engineer,True
REC00405,LRN0123,RES0070,Model Evaluation,0.913,Addresses skill gap in Model Evaluation required for Machine Learning Engineer,True
REC00406,LRN0124,RES0105,React Fundamentals,0.752,Addresses skill gap in React Fundamentals required for Full Stack Developer,True
REC00407,LRN0124,RES0107,Node.js Basics,0.771,Addresses skill gap in Node.js Basics required for Full Stack Developer,True
REC00408,LRN0124,RES0109,REST API Design,0.722,Addresses skill gap in REST API Design required for Full Stack Developer,True
REC00409,LRN0125,RES0153,Data Modeling,0.836,Addresses skill gap in Data Modeling required for Data Engineer,False
REC00410,LRN0125,RES0158,ETL Fundamentals,0.719,Addresses skill gap in ETL Fundamentals required for Data Engineer,True
REC00411,LRN0125,RES0169,Apache Spark Basics,0.734,Addresses skill gap in Apache Spark Basics required for Data Engineer,True
REC00412,LRN0126,RES0123,Linux Fundamentals,0.604,Addresses skill gap in Linux Fundamentals required for Cloud/DevOps Engineer,True
REC00413,LRN0126,RES0125,Cloud Computing Basics,0.778,Addresses skill gap in Cloud Computing Basics required for Cloud/DevOps Engineer,False
REC00414,LRN0126,RES0130,AWS Core Services,0.841,Addresses skill gap in AWS Core Services required for Cloud/DevOps Engineer,True
REC00415,LRN0126,RES0144,CI/CD Pipelines,0.756,Addresses skill gap in CI/CD Pipelines required for Cloud/DevOps Engineer,True
REC00416,LRN0127,RES0035,SQL Basics,0.691,Addresses skill gap in SQL Basics required for Data Analyst,True
REC00417,LRN0127,RES0033,Descriptive Statistics,0.813,Addresses skill gap in Descriptive Statistics required for Data Analyst,False
REC00418,LRN0127,RES0053,Exploratory Data Analysis,0.927,Addresses skill gap in Exploratory Data Analysis required for Data Analyst,True
REC00419,LRN0128,RES0066,Regression Techniques,0.784,Addresses skill gap in Regression Techniques required for Data Scientist,True
REC00420,LRN0128,RES0068,Classification Techniques,0.807,Addresses skill gap in Classification Techniques required for Data Scientist,True
REC00421,LRN0129,RES0081,Neural Networks,0.697,Addresses skill gap in Neural Networks required for Machine Learning Engineer,True
REC00422,LRN0129,RES0083,Deep Learning,0.779,Addresses skill gap in Deep Learning required for Machine Learning Engineer,True
REC00423,LRN0129,RES0148,Model Deployment,0.812,Addresses skill gap in Model Deployment required for Machine Learning Engineer,False
REC00424,LRN0130,RES0096,JavaScript Basics,0.692,Addresses skill gap in JavaScript Basics required for Full Stack Developer,True
REC00425,LRN0130,RES0104,React Fundamentals,0.922,Addresses skill gap in React Fundamentals required for Full Stack Developer,True
REC00426,LRN0130,RES0106,Node.js Basics,0.9,Addresses skill gap in Node.js Basics required for Full Stack Developer,True
REC00427,LRN0131,RES0057,Advanced SQL,0.907,Addresses skill gap in Advanced SQL required for Data Engineer,True
REC00428,LRN0131,RES0152,Data Modeling,0.805,Addresses skill gap in Data Modeling required for Data Engineer,False
REC00429,LRN0131,RES0157,ETL Fundamentals,0.766,Addresses skill gap in ETL Fundamentals required for Data Engineer,True
REC00430,LRN0131,RES0180,Data Pipeline Design,0.856,Addresses skill gap in Data Pipeline Design required for Data Engineer,False
REC00431,LRN0132,RES0122,Linux Fundamentals,0.775,Addresses skill gap in Linux Fundamentals required for Cloud/DevOps Engineer,False
REC00432,LRN0132,RES0124,Cloud Computing Basics,0.776,Addresses skill gap in Cloud Computing Basics required for Cloud/DevOps Engineer,True
REC00433,LRN0132,RES0141,Kubernetes Basics,0.693,Addresses skill gap in Kubernetes Basics required for Cloud/DevOps Engineer,False
REC00434,LRN0132,RES0143,CI/CD Pipelines,0.597,Addresses skill gap in CI/CD Pipelines required for Cloud/DevOps Engineer,True
REC00435,LRN0133,RES0034,SQL Basics,0.782,Addresses skill gap in SQL Basics required for Data Analyst,False
REC00436,LRN0133,RES0048,Data Visualization,0.815,Addresses skill gap in Data Visualization required for Data Analyst,False
REC00437,LRN0133,RES0032,Descriptive Statistics,0.784,Addresses skill gap in Descriptive Statistics required for Data Analyst,True
REC00438,LRN0134,RES0063,ML Foundations,0.806,Addresses skill gap in ML Foundations required for Data Scientist,True
REC00439,LRN0134,RES0065,Regression Techniques,0.682,Addresses skill gap in Regression Techniques required for Data Scientist,True
REC00440,LRN0134,RES0067,Classification Techniques,0.765,Addresses skill gap in Classification Techniques required for Data Scientist,True
REC00441,LRN0135,RES0075,Feature Engineering,0.856,Addresses skill gap in Feature Engineering required for Machine Learning Engineer,True
REC00442,LRN0135,RES0080,Neural Networks,0.716,Addresses skill gap in Neural Networks required for Machine Learning Engineer,True
REC00443,LRN0135,RES0082,Deep Learning,0.864,Addresses skill gap in Deep Learning required for Machine Learning Engineer,True
REC00444,LRN0136,RES0093,HTML & CSS,0.814,Addresses skill gap in HTML & CSS required for Full Stack Developer,True
REC00445,LRN0136,RES0095,JavaScript Basics,0.86,Addresses skill gap in JavaScript Basics required for Full Stack Developer,True
REC00446,LRN0136,RES0103,React Fundamentals,0.822,Addresses skill gap in React Fundamentals required for Full Stack Developer,True
REC00447,LRN0136,RES0102,Database Design (RDBMS),0.747,Addresses skill gap in Database Design (RDBMS) required for Full Stack Developer,True
REC00448,LRN0137,RES0056,Advanced SQL,0.672,Addresses skill gap in Advanced SQL required for Data Engineer,True
REC00449,LRN0137,RES0151,Data Modeling,0.862,Addresses skill gap in Data Modeling required for Data Engineer,False
REC00450,LRN0137,RES0162,Data Warehousing,0.792,Addresses skill gap in Data Warehousing required for Data Engineer,False
REC00451,LRN0137,RES0179,Data Pipeline Design,0.727,Addresses skill gap in Data Pipeline Design required for Data Engineer,True
REC00452,LRN0138,RES0121,Linux Fundamentals,0.754,Addresses skill gap in Linux Fundamentals required for Cloud/DevOps Engineer,False
REC00453,LRN0138,RES0135,Docker Fundamentals,0.688,Addresses skill gap in Docker Fundamentals required for Cloud/DevOps Engineer,False
REC00454,LRN0138,RES0140,Kubernetes Basics,0.816,Addresses skill gap in Kubernetes Basics required for Cloud/DevOps Engineer,True
REC00455,LRN0138,RES0142,CI/CD Pipelines,0.676,Addresses skill gap in CI/CD Pipelines required for Cloud/DevOps Engineer,True
REC00456,LRN0139,RES0039,Excel for Data Analysis,0.738,Addresses skill gap in Excel for Data Analysis required for Data Analyst,True
REC00457,LRN0139,RES0047,Data Visualization,0.846,Addresses skill gap in Data Visualization required for Data Analyst,True
REC00458,LRN0139,RES0031,Descriptive Statistics,0.726,Addresses skill gap in Descriptive Statistics required for Data Analyst,True
REC00459,LRN0140,RES0051,Inferential Statistics,0.722,Addresses skill gap in Inferential Statistics required for Data Scientist,True
REC00460,LRN0140,RES0062,ML Foundations,0.807,Addresses skill gap in ML Foundations required for Data Scientist,True
REC00461,LRN0141,RES0063,ML Foundations,0.924,Addresses skill gap in ML Foundations required for Machine Learning Engineer,True
REC00462,LRN0141,RES0074,Feature Engineering,0.721,Addresses skill gap in Feature Engineering required for Machine Learning Engineer,False
REC00463,LRN0141,RES0079,Neural Networks,0.794,Addresses skill gap in Neural Networks required for Machine Learning Engineer,True
REC00464,LRN0141,RES0072,Model Evaluation,0.875,Addresses skill gap in Model Evaluation required for Machine Learning Engineer,True
REC00465,LRN0142,RES0092,HTML & CSS,0.907,Addresses skill gap in HTML & CSS required for Full Stack Developer,True
REC00466,LRN0142,RES0094,JavaScript Basics,0.84,Addresses skill gap in JavaScript Basics required for Full Stack Developer,True
REC00467,LRN0142,RES0111,REST API Design,0.811,Addresses skill gap in REST API Design required for Full Stack Developer,True
REC00468,LRN0142,RES0101,Database Design (RDBMS),0.753,Addresses skill gap in Database Design (RDBMS) required for Full Stack Developer,True
REC00469,LRN0143,RES0055,Advanced SQL,0.689,Addresses skill gap in Advanced SQL required for Data Engineer,True
REC00470,LRN0143,RES0171,Apache Spark Basics,0.83,Addresses skill gap in Apache Spark Basics required for Data Engineer,True
REC00471,LRN0143,RES0161,Data Warehousing,0.86,Addresses skill gap in Data Warehousing required for Data Engineer,True
REC00472,LRN0143,RES0178,Data Pipeline Design,0.941,Addresses skill gap in Data Pipeline Design required for Data Engineer,True
REC00473,LRN0144,RES0132,AWS Core Services,0.753,Addresses skill gap in AWS Core Services required for Cloud/DevOps Engineer,True
REC00474,LRN0144,RES0134,Docker Fundamentals,0.792,Addresses skill gap in Docker Fundamentals required for Cloud/DevOps Engineer,True
REC00475,LRN0144,RES0139,Kubernetes Basics,0.814,Addresses skill gap in Kubernetes Basics required for Cloud/DevOps Engineer,False
REC00476,LRN0145,RES0057,Advanced SQL,0.774,Addresses skill gap in Advanced SQL required for Data Analyst,True
